method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
clsSOPT,0,0.9,4,6,6,136,2.089990763,0.01789219310425585
clsQDEIM,0,0.9,4,6,6,136,2.18754087,0.01763655975617125
clsSOPT,0,0.9,4,6,6,141,2.173933292,0.01789855074551075
clsQDEIM,0,0.9,4,6,6,141,2.251905118,0.01772601977515448
clsSOPT,0,0.9,4,6,6,146,2.202435077,0.01789819975232332
clsQDEIM,0,0.9,4,6,6,146,2.31304417,0.01775387698095026
clsSOPT,0,0.9,4,6,6,151,2.306705997,0.01792056910540199
clsQDEIM,0,0.9,4,6,6,151,2.378267769,0.01783937682560362
clsSOPT,0,0.9,4,6,6,156,2.361552605,0.0178852846600555
clsQDEIM,0,0.9,4,6,6,156,2.438514764,0.01781467157782026
clsSOPT,0,0.9,4,6,6,161,2.445810005,0.01791900052847283
clsQDEIM,0,0.9,4,6,6,161,2.507632338,0.01777343272863176
clsSOPT,0,0.9,4,6,6,166,2.509596676,0.01791851989053396
clsQDEIM,0,0.9,4,6,6,166,2.555727451,0.01773445841763152
clsSOPT,0,0.9,4,6,6,171,2.579066716,0.01791787599902248
clsQDEIM,0,0.9,4,6,6,171,2.612105558,0.01770192421774423
clsSOPT,0,0.9,4,6,6,176,2.580317507,0.01795456910379438
clsQDEIM,0,0.9,4,6,6,176,2.648574244,0.01759461597673512
clsSOPT,0,0.9,4,6,6,181,2.646848841,0.01795571118394614
clsQDEIM,0,0.9,4,6,6,181,2.6951494,0.01767458525969027
clsSOPT,0,0.9,4,6,6,186,2.702151207,0.01795627276559639
clsQDEIM,0,0.9,4,6,6,186,2.766719671,0.01771851584482864
clsSOPT,0,0.9,4,6,6,191,2.751936669,0.01796069037779335
clsQDEIM,0,0.9,4,6,6,191,2.871034237,0.01777910892963591
clsSOPT,0,0.9,4,6,6,196,2.837539756,0.01796041978935141
clsQDEIM,0,0.9,4,6,6,196,2.86527052,0.01779788672059251
clsSOPT,0,0.9,4,6,6,201,2.883370908,0.01796231540063091
clsQDEIM,0,0.9,4,6,6,201,2.93486477,0.01779980959814268
clsSOPT,0,0.9,4,6,6,206,2.960318887,0.01799465562009116
clsQDEIM,0,0.9,4,6,6,206,2.982509343,0.01782012631481737
clsSOPT,0,0.9,4,6,6,211,3.015428477,0.01798503831291425
clsQDEIM,0,0.9,4,6,6,211,3.008027629,0.01782729366246874
clsSOPT,0,0.9,4,6,6,216,3.122037625,0.01798335699665544
clsQDEIM,0,0.9,4,6,6,216,3.08520261,0.01783222941282401
clsSOPT,0,0.9,4,6,6,221,3.151549154,0.01797797196498684
clsQDEIM,0,0.9,4,6,6,221,3.135564122,0.01788307027734736
clsSOPT,0,0.9,4,6,6,226,3.239756456,0.01799096247280041
clsQDEIM,0,0.9,4,6,6,226,3.281109554,0.01787951872252679
clsSOPT,0,0.9,4,6,6,231,3.27375111,0.0179800623679649
clsQDEIM,0,0.9,4,6,6,231,3.279275163,0.01787795342896816
clsSOPT,0,0.9,4,6,6,236,3.327821581,0.01797847995357313
clsQDEIM,0,0.9,4,6,6,236,3.363094102,0.0178814722479708
clsSOPT,0,0.9,4,6,6,241,3.40452128,0.01798164397958047
clsQDEIM,0,0.9,4,6,6,241,3.393865339,0.01788854033156913
clsSOPT,0,0.9,4,6,6,246,3.488417583,0.01798418799439457
clsQDEIM,0,0.9,4,6,6,246,3.470568422,0.01789283001376746
clsSOPT,0,0.9,4,6,6,251,3.539084265,0.01796665171447281
clsQDEIM,0,0.9,4,6,6,251,3.474052148,0.0178763159757511
clsSOPT,0,0.9,4,6,6,256,3.6291784,0.01797451908832632
clsQDEIM,0,0.9,4,6,6,256,3.514850831,0.01787017532194176
clsSOPT,1,0.99,9,11,11,16,0.43780412,0.002848044654257307
clsQDEIM,1,0.99,9,11,11,16,0.4715794249999999,0.003166171762954877
clsSOPT,1,0.99,9,11,11,21,0.536943627,0.002848044654257337
clsQDEIM,1,0.99,9,11,11,21,0.538312989,0.003072292559547908
clsSOPT,1,0.99,9,11,11,26,0.606860535,0.002848044654257336
clsQDEIM,1,0.99,9,11,11,26,0.614981471,0.002856802801906175
clsSOPT,1,0.99,9,11,11,31,0.7194405749999999,0.00284804465425734
clsQDEIM,1,0.99,9,11,11,31,0.702857314,0.002906190254677255
clsSOPT,1,0.99,9,11,11,36,0.7464065400000001,0.00284804465425735
clsQDEIM,1,0.99,9,11,11,36,0.7969449119999999,0.002813325114633538
clsSOPT,1,0.99,9,11,11,41,0.840753408,0.002848044654257314
clsQDEIM,1,0.99,9,11,11,41,0.882448107,0.00278599871126492
clsSOPT,1,0.99,9,11,11,46,0.925858717,0.002848044654257345
clsQDEIM,1,0.99,9,11,11,46,0.963930392,0.002749714019179305
clsSOPT,1,0.99,9,11,11,51,1.025531548,0.00284804465425733
clsQDEIM,1,0.99,9,11,11,51,1.049848386,0.002711365460751445
clsSOPT,1,0.99,9,11,11,56,1.093842702,0.002848044654257334
clsQDEIM,1,0.99,9,11,11,56,1.131987801,0.002739404774832615
clsSOPT,1,0.99,9,11,11,61,1.210170955,0.002848044654257334
clsQDEIM,1,0.99,9,11,11,61,1.203963379,0.002721304165966534
clsSOPT,1,0.99,9,11,11,66,1.252678218,0.002848044654257334
clsQDEIM,1,0.99,9,11,11,66,1.294877257,0.00274816819798022
clsSOPT,1,0.99,9,11,11,71,1.333983386,0.002848044654257334
clsQDEIM,1,0.99,9,11,11,71,1.373599737,0.002758886084980679
clsSOPT,1,0.99,9,11,11,76,1.425063535,0.002848044654257334
clsQDEIM,1,0.99,9,11,11,76,1.445635793,0.002734885784451644
clsSOPT,1,0.99,9,11,11,81,1.550438158,0.002871797333438418
clsQDEIM,1,0.99,9,11,11,81,1.502235335,0.002731190885264213
clsSOPT,1,0.99,9,11,11,86,1.625202976,0.002827514481006218
clsQDEIM,1,0.99,9,11,11,86,1.565938965,0.002734069181892303
clsSOPT,1,0.99,9,11,11,91,1.648855246,0.002734148400874073
clsQDEIM,1,0.99,9,11,11,91,1.593251238,0.002733575419624284
clsSOPT,1,0.99,9,11,11,96,1.704013448,0.002705364050889143
clsQDEIM,1,0.99,9,11,11,96,1.708148095,0.002734482653964429
clsSOPT,1,0.99,9,11,11,101,1.772319633,0.002763076587840484
clsQDEIM,1,0.99,9,11,11,101,1.755791214,0.002740314486875376
clsSOPT,1,0.99,9,11,11,106,1.873751829,0.002760557241288635
clsQDEIM,1,0.99,9,11,11,106,1.811541822,0.002747148767642404
clsSOPT,1,0.99,9,11,11,111,1.912670536,0.002763475820428188
clsQDEIM,1,0.99,9,11,11,111,1.881820446,0.002743093548394161
clsSOPT,1,0.99,9,11,11,116,1.951232422,0.002732567204296363
clsQDEIM,1,0.99,9,11,11,116,1.960809098,0.002748526519112406
clsSOPT,1,0.99,9,11,11,121,2.002109519,0.002730090131110618
clsQDEIM,1,0.99,9,11,11,121,2.026364107,0.002750788394535552
clsSOPT,1,0.99,9,11,11,126,2.023172339,0.002729864208977582
clsQDEIM,1,0.99,9,11,11,126,2.097589363,0.002771945767239107
clsSOPT,1,0.99,9,11,11,131,2.02848938,0.002757735866491251
clsQDEIM,1,0.99,9,11,11,131,2.130846098,0.002796307317491054
clsSOPT,1,0.99,9,11,11,136,2.083530158,0.002762065748131354
clsQDEIM,1,0.99,9,11,11,136,2.226897408,0.002798929628256783
clsSOPT,1,0.99,9,11,11,141,2.121192199,0.002765109255080158
clsQDEIM,1,0.99,9,11,11,141,2.320016146,0.002789170887619102
clsSOPT,1,0.99,9,11,11,146,2.174935789,0.002750274127745458
clsQDEIM,1,0.99,9,11,11,146,2.358854468,0.002792831833752983
clsSOPT,1,0.99,9,11,11,151,2.225107624,0.002748100551739199
clsQDEIM,1,0.99,9,11,11,151,2.423459019,0.002796659972451728
clsSOPT,1,0.99,9,11,11,156,2.256117509,0.002759812386347441
clsQDEIM,1,0.99,9,11,11,156,2.508405495,0.002798736461516891
clsSOPT,1,0.99,9,11,11,161,2.286049891,0.002762455670160356
clsQDEIM,1,0.99,9,11,11,161,2.566867632,0.00278622668741351
clsSOPT,1,0.99,9,11,11,166,2.3182348,0.002762925588371798
clsQDEIM,1,0.99,9,11,11,166,2.638373747,0.002787283161689743
clsSOPT,1,0.99,9,11,11,171,2.404266225,0.00276618801530324
clsQDEIM,1,0.99,9,11,11,171,2.715129022,0.00278603975786647
clsSOPT,1,0.99,9,11,11,176,2.427648181,0.002788654637868009
clsQDEIM,1,0.99,9,11,11,176,2.768774439,0.002775468849710244
clsSOPT,1,0.99,9,11,11,181,2.438809514,0.002787991134696686
clsQDEIM,1,0.99,9,11,11,181,2.834778596,0.002737411350978434
clsSOPT,1,0.99,9,11,11,186,2.489067436,0.002757787626009667
clsQDEIM,1,0.99,9,11,11,186,2.912941808,0.002726714876456379
clsSOPT,1,0.99,9,11,11,191,2.552507652,0.002758287745347193
clsQDEIM,1,0.99,9,11,11,191,2.98346662,0.002712936472192195
clsSOPT,1,0.99,9,11,11,196,2.538629195,0.002751374544890767
clsQDEIM,1,0.99,9,11,11,196,3.053034376,0.002707280365728596
clsSOPT,1,0.99,9,11,11,201,2.591432775,0.002772682680246222
clsQDEIM,1,0.99,9,11,11,201,3.147032622,0.00271144359397666
clsSOPT,1,0.99,9,11,11,206,2.592296598,0.002770848756884218
clsQDEIM,1,0.99,9,11,11,206,3.190262786,0.002711855488190652
clsSOPT,1,0.99,9,11,11,211,2.649710259,0.002789193601962789
clsQDEIM,1,0.99,9,11,11,211,3.225784203,0.002710515740978194
clsSOPT,1,0.99,9,11,11,216,2.733378616,0.002783817339318392
clsQDEIM,1,0.99,9,11,11,216,3.325990094,0.002707572960275086
clsSOPT,1,0.99,9,11,11,221,2.771572319,0.00277516459901423
clsQDEIM,1,0.99,9,11,11,221,3.418994989,0.002704876101141142
clsSOPT,1,0.99,9,11,11,226,2.802953305,0.002772436090665412
clsQDEIM,1,0.99,9,11,11,226,3.458587443,0.002711285993171571
clsSOPT,1,0.99,9,11,11,231,2.848390124,0.002776363399017048
clsQDEIM,1,0.99,9,11,11,231,3.496713217,0.002710302741111254
clsSOPT,1,0.99,9,11,11,236,2.911311316,0.002776362085040941
clsQDEIM,1,0.99,9,11,11,236,3.540810332,0.002711974605873667
clsSOPT,1,0.99,9,11,11,241,2.899663885,0.002778310311716239
clsQDEIM,1,0.99,9,11,11,241,3.63613266,0.002709324938058048
clsSOPT,1,0.99,9,11,11,246,2.952645239,0.002776587492897706
clsQDEIM,1,0.99,9,11,11,246,3.645849304,0.002706499847609982
clsSOPT,1,0.99,9,11,11,251,2.98376039,0.002785505968993329
clsQDEIM,1,0.99,9,11,11,251,3.727697764,0.002709294026121589
clsSOPT,1,0.99,9,11,11,256,3.04311211,0.002783975608973368
clsQDEIM,1,0.99,9,11,11,256,3.77452163,0.002716328488706527
clsSOPT,1,0.99,9,11,11,261,3.042213122,0.002781659834360838
clsQDEIM,1,0.99,9,11,11,261,3.815657408,0.002713072046643798
clsSOPT,2,0.999,14,16,16,21,0.590817423,0.0005804245242924335
clsQDEIM,2,0.999,14,16,16,21,0.611056692,0.0005501273220312784
clsSOPT,2,0.999,14,16,16,26,0.6808321430000001,0.000371528810595533
clsQDEIM,2,0.999,14,16,16,26,0.698121,0.0006415137199450467
clsSOPT,2,0.999,14,16,16,31,0.780953946,0.0003376373415685299
clsQDEIM,2,0.999,14,16,16,31,0.7776783420000001,0.0005810884367881782
clsSOPT,2,0.999,14,16,16,36,0.8507054279999999,0.0003406008801826374
clsQDEIM,2,0.999,14,16,16,36,0.869743894,0.0004120232609099506
clsSOPT,2,0.999,14,16,16,41,0.934933669,0.0003406008801826502
clsQDEIM,2,0.999,14,16,16,41,1.012985607,0.0003782464368459629
clsSOPT,2,0.999,14,16,16,46,1.037348394,0.0003406008801826526
clsQDEIM,2,0.999,14,16,16,46,1.025521505,0.0004519101911916109
clsSOPT,2,0.999,14,16,16,51,1.074039027,0.0003406008801826555
clsQDEIM,2,0.999,14,16,16,51,1.114662947,0.0004318740402073605
clsSOPT,2,0.999,14,16,16,56,1.137106932,0.0003406008801826511
clsQDEIM,2,0.999,14,16,16,56,1.210362305,0.0003654372997153045
clsSOPT,2,0.999,14,16,16,61,1.211808794,0.000340600880182528
clsQDEIM,2,0.999,14,16,16,61,1.299136223,0.0003677389453863316
clsSOPT,2,0.999,14,16,16,66,1.305823914,0.0003406008801826501
clsQDEIM,2,0.999,14,16,16,66,1.395393306,0.0003716719180459633
clsSOPT,2,0.999,14,16,16,71,1.393564805,0.0003406008801826472
clsQDEIM,2,0.999,14,16,16,71,1.473860307,0.0003589412433907194
clsSOPT,2,0.999,14,16,16,76,1.469054597,0.0003406008801826512
clsQDEIM,2,0.999,14,16,16,76,1.555830815,0.0003526014323072646
clsSOPT,2,0.999,14,16,16,81,1.566707203,0.0003406008801826536
clsQDEIM,2,0.999,14,16,16,81,1.636420652,0.0003558394762088929
clsSOPT,2,0.999,14,16,16,86,1.637973096,0.0003406008801826496
clsQDEIM,2,0.999,14,16,16,86,1.692402638,0.000360067709604903
clsSOPT,2,0.999,14,16,16,91,1.709579089,0.0003406008801826538
clsQDEIM,2,0.999,14,16,16,91,1.77880036,0.0003694017834285476
clsSOPT,2,0.999,14,16,16,96,1.796646631,0.0003406008801826504
clsQDEIM,2,0.999,14,16,16,96,1.844425084,0.0003184774077915178
clsSOPT,2,0.999,14,16,16,101,1.90169254,0.0003392212652921667
clsQDEIM,2,0.999,14,16,16,101,1.917688151,0.0003231765007962369
clsSOPT,2,0.999,14,16,16,106,1.954511776,0.0003638114847572214
clsQDEIM,2,0.999,14,16,16,106,1.991099015,0.0003222800654989226
clsSOPT,2,0.999,14,16,16,111,2.019847667,0.0002808650958965694
clsQDEIM,2,0.999,14,16,16,111,2.085820569,0.0003464131036142795
clsSOPT,2,0.999,14,16,16,116,2.07265438,0.0002780088917904449
clsQDEIM,2,0.999,14,16,16,116,2.140709385,0.0003571922607757036
clsSOPT,2,0.999,14,16,16,121,2.120934735,0.0002873892170923452
clsQDEIM,2,0.999,14,16,16,121,2.15585302,0.0003473466755303309
clsSOPT,2,0.999,14,16,16,126,2.255900638,0.0002830678236243904
clsQDEIM,2,0.999,14,16,16,126,2.22812403,0.0003758752037614437
clsSOPT,2,0.999,14,16,16,131,2.264748323,0.0003127228616296672
clsQDEIM,2,0.999,14,16,16,131,2.290265263,0.0003679097144242034
clsSOPT,2,0.999,14,16,16,136,2.336471764,0.0003144529628553964
clsQDEIM,2,0.999,14,16,16,136,2.345326953,0.0003922650714991311
clsSOPT,2,0.999,14,16,16,141,2.411484875,0.0002867001721015852
clsQDEIM,2,0.999,14,16,16,141,2.410350088,0.0004549005916562913
clsSOPT,2,0.999,14,16,16,146,2.422372609,0.0002890765085363885
clsQDEIM,2,0.999,14,16,16,146,2.460146158,0.0004723560523197098
clsSOPT,2,0.999,14,16,16,151,2.458570935,0.0002898248218687614
clsQDEIM,2,0.999,14,16,16,151,2.453952882,0.0005040391009567745
clsSOPT,2,0.999,14,16,16,156,2.527710982,0.000277780613737781
clsQDEIM,2,0.999,14,16,16,156,2.543687216,0.0005257985747863719
clsSOPT,2,0.999,14,16,16,161,2.59507416,0.0002851628767473916
clsQDEIM,2,0.999,14,16,16,161,2.669001482,0.0005283881276553791
clsSOPT,2,0.999,14,16,16,166,2.581809935,0.0002868635219439867
clsQDEIM,2,0.999,14,16,16,166,2.694997797,0.000540674505258882
clsSOPT,2,0.999,14,16,16,171,2.620507026,0.0002843939466886943
clsQDEIM,2,0.999,14,16,16,171,2.78645729,0.0005560595468157882
clsSOPT,2,0.999,14,16,16,176,2.676348534,0.0002741758386366409
clsQDEIM,2,0.999,14,16,16,176,2.816390381,0.0005798293124419688
clsSOPT,2,0.999,14,16,16,181,2.743205473,0.0002757450221754395
clsQDEIM,2,0.999,14,16,16,181,2.913454746,0.0005941677071000135
clsSOPT,2,0.999,14,16,16,186,2.759704014,0.0002777502424429886
clsQDEIM,2,0.999,14,16,16,186,2.993807905,0.00060464763033462
clsSOPT,2,0.999,14,16,16,191,2.851363986,0.0002716734745009209
clsQDEIM,2,0.999,14,16,16,191,3.083755378,0.0006096807235600091
clsSOPT,2,0.999,14,16,16,196,2.881589052,0.000278409763995657
clsQDEIM,2,0.999,14,16,16,196,3.119449134,0.0005739673776767064
clsSOPT,2,0.999,14,16,16,201,2.917398672,0.0002721985638257393
clsQDEIM,2,0.999,14,16,16,201,3.233931111,0.0005762879495784198
clsSOPT,2,0.999,14,16,16,206,2.94579109,0.0002771184766494905
clsQDEIM,2,0.999,14,16,16,206,3.260924201,0.0005562372659987469
clsSOPT,2,0.999,14,16,16,211,2.970041653,0.0002764729467504504
clsQDEIM,2,0.999,14,16,16,211,3.336945212,0.0005544700849350814
clsSOPT,2,0.999,14,16,16,216,3.003342397,0.0002770875032686096
clsQDEIM,2,0.999,14,16,16,216,3.392840724,0.0005623164216101844
clsSOPT,2,0.999,14,16,16,221,3.049600238,0.0002842640475448484
clsQDEIM,2,0.999,14,16,16,221,3.449517222,0.0005688969979285441
clsSOPT,2,0.999,14,16,16,226,3.070125693,0.0002894963335221534
clsQDEIM,2,0.999,14,16,16,226,3.518198188,0.0005688373908743282
clsSOPT,2,0.999,14,16,16,231,3.110493497,0.0002856712440221989
clsQDEIM,2,0.999,14,16,16,231,3.635804981,0.0005726655060000221
clsSOPT,2,0.999,14,16,16,236,3.187893509,0.0002837922386323905
clsQDEIM,2,0.999,14,16,16,236,3.702192861,0.0005922085136128441
clsSOPT,2,0.999,14,16,16,241,3.203041292,0.0002830617564550312
clsQDEIM,2,0.999,14,16,16,241,3.783157228,0.000594911704954685
clsSOPT,2,0.999,14,16,16,246,3.227653019,0.0002865688597701443
clsQDEIM,2,0.999,14,16,16,246,3.831826682,0.0005760274694280822
clsSOPT,2,0.999,14,16,16,251,3.290107736,0.0002866372180527881
clsQDEIM,2,0.999,14,16,16,251,3.897312803,0.0005683214008719265
clsSOPT,2,0.999,14,16,16,256,3.281492706,0.0002854421564993537
clsQDEIM,2,0.999,14,16,16,256,3.924106366,0.0005596451060337861
clsSOPT,2,0.999,14,16,16,261,3.311594924,0.0002838650425970615
clsQDEIM,2,0.999,14,16,16,261,3.968299303,0.0005708295896761291
clsSOPT,2,0.999,14,16,16,266,3.331783994,0.0002846813894734247
clsQDEIM,2,0.999,14,16,16,266,4.028779212,0.0005518355176913019
clsSOPT,3,0.9999,19,21,21,26,0.72313848,0.0002222106574694626
clsQDEIM,3,0.9999,19,21,21,26,0.7777745490000001,0.000313691957324035
clsSOPT,3,0.9999,19,21,21,31,0.820617551,0.0002826974171610421
clsQDEIM,3,0.9999,19,21,21,31,0.876963843,0.0003675343465899459
clsSOPT,3,0.9999,19,21,21,36,0.906371728,0.0005953240899594829
clsQDEIM,3,0.9999,19,21,21,36,0.928743689,0.0002870993765677835
clsSOPT,3,0.9999,19,21,21,41,0.986602304,0.0003080009315189233
clsQDEIM,3,0.9999,19,21,21,41,1.018204843,0.0004359424605129305
clsSOPT,3,0.9999,19,21,21,46,1.082745508,0.0001112187864121691
clsQDEIM,3,0.9999,19,21,21,46,1.11012056,0.0003735090050113229
clsSOPT,3,0.9999,19,21,21,51,1.141900159,0.0001269971380075026
clsQDEIM,3,0.9999,19,21,21,51,1.192629835,0.0004665097051075327
clsSOPT,3,0.9999,19,21,21,56,1.216146993,8.037338177322275e-05
clsQDEIM,3,0.9999,19,21,21,56,1.290325086,0.0007437464545934925
clsSOPT,3,0.9999,19,21,21,61,1.303802363,7.588762842086084e-05
clsQDEIM,3,0.9999,19,21,21,61,1.388831525,0.0007937915622870676
clsSOPT,3,0.9999,19,21,21,66,1.36816084,8.126285668618211e-05
clsQDEIM,3,0.9999,19,21,21,66,1.46440586,0.001052967471637513
clsSOPT,3,0.9999,19,21,21,71,1.450758521,0.0004946855137111873
clsQDEIM,3,0.9999,19,21,21,71,1.563651745,0.001108070762896756
clsSOPT,3,0.9999,19,21,21,76,1.519876882,0.0004946855137109602
clsQDEIM,3,0.9999,19,21,21,76,1.621507331,0.001182644289087489
clsSOPT,3,0.9999,19,21,21,81,1.594879855,0.0004946855137112024
clsQDEIM,3,0.9999,19,21,21,81,1.71741299,0.001149895504478015
clsSOPT,3,0.9999,19,21,21,86,1.663281123,0.0004946855137111944
clsQDEIM,3,0.9999,19,21,21,86,1.782536316,0.0006702166927664152
clsSOPT,3,0.9999,19,21,21,91,1.728777481,0.000494685513710966
clsQDEIM,3,0.9999,19,21,21,91,1.876360542,0.000939710363554133
clsSOPT,3,0.9999,19,21,21,96,1.804482685,0.0004946855137111945
clsQDEIM,3,0.9999,19,21,21,96,1.956067434,0.001126399687587014
clsSOPT,3,0.9999,19,21,21,101,1.877578344,0.0004946855137109662
clsQDEIM,3,0.9999,19,21,21,101,2.004614712,0.001275427379788643
clsSOPT,3,0.9999,19,21,21,106,1.966495092,0.0004946855137109681
clsQDEIM,3,0.9999,19,21,21,106,2.108375321,0.001349127381457766
clsSOPT,3,0.9999,19,21,21,111,2.05136523,0.0004946855137111986
clsQDEIM,3,0.9999,19,21,21,111,2.17968641,0.001330394659888193
clsSOPT,3,0.9999,19,21,21,116,2.088450334,0.0004946855137109668
clsQDEIM,3,0.9999,19,21,21,116,2.210311136,0.001229964482851474
clsSOPT,3,0.9999,19,21,21,121,2.153309245,0.0004946855137109653
clsQDEIM,3,0.9999,19,21,21,121,2.288438059,0.001158475732650954
clsSOPT,3,0.9999,19,21,21,126,2.257554994,0.0004946855137112024
clsQDEIM,3,0.9999,19,21,21,126,2.368996172,0.001064524917110111
clsSOPT,3,0.9999,19,21,21,131,2.325328582,0.0004946855137111911
clsQDEIM,3,0.9999,19,21,21,131,2.459997251,0.0009481281765823077
clsSOPT,3,0.9999,19,21,21,136,2.398453659,0.0003399008563013787
clsQDEIM,3,0.9999,19,21,21,136,2.488068452,0.0009448039128475783
clsSOPT,3,0.9999,19,21,21,141,2.462707314,0.0001273790133682188
clsQDEIM,3,0.9999,19,21,21,141,2.589303055,0.0009777984875193148
clsSOPT,3,0.9999,19,21,21,146,2.508732935,0.000131065732512875
clsQDEIM,3,0.9999,19,21,21,146,2.65060369,0.0009256964181513461
clsSOPT,3,0.9999,19,21,21,151,2.564039013,8.410880891570315e-05
clsQDEIM,3,0.9999,19,21,21,151,2.710034042,0.0008207024251744175
clsSOPT,3,0.9999,19,21,21,156,2.682276052,7.778374315890407e-05
clsQDEIM,3,0.9999,19,21,21,156,2.845567976,0.0009124190277793016
clsSOPT,3,0.9999,19,21,21,161,2.732318426,0.0002864210723848658
clsQDEIM,3,0.9999,19,21,21,161,2.8588449,0.000863889424515168
clsSOPT,3,0.9999,19,21,21,166,2.764256349,0.0001899332091762661
clsQDEIM,3,0.9999,19,21,21,166,2.902829693,0.0008755709654185408
clsSOPT,3,0.9999,19,21,21,171,2.795364657,0.0001575420939003104
clsQDEIM,3,0.9999,19,21,21,171,2.972787628,0.0008446581786759227
clsSOPT,3,0.9999,19,21,21,176,2.85564498,8.237121731478501e-05
clsQDEIM,3,0.9999,19,21,21,176,3.053254254,0.0007923451978249033
clsSOPT,3,0.9999,19,21,21,181,2.912200885,0.0001044358303589509
clsQDEIM,3,0.9999,19,21,21,181,3.119742341,0.0006236632358198445
clsSOPT,3,0.9999,19,21,21,186,2.956621967,0.0001336834148405771
clsQDEIM,3,0.9999,19,21,21,186,3.231286485,0.0005939660223101172
clsSOPT,3,0.9999,19,21,21,191,3.07129546,0.0002201200476062086
clsQDEIM,3,0.9999,19,21,21,191,3.288768431,0.0003750153381208119
clsSOPT,3,0.9999,19,21,21,196,3.092278469,0.0001656931286298332
clsQDEIM,3,0.9999,19,21,21,196,3.354285507,0.0002722613792270729
clsSOPT,3,0.9999,19,21,21,201,3.132189139,8.741745643224217e-05
clsQDEIM,3,0.9999,19,21,21,201,3.373106344,0.0001946882059963458
clsSOPT,3,0.9999,19,21,21,206,3.227270493,8.935420240181742e-05
clsQDEIM,3,0.9999,19,21,21,206,3.470692159,0.0002263490705687384
