method,t,n,xx,vv,ee,q,condV,condE,time,ErrX,ErrV,ErrE
clsqdeim,0.05,2,7,14,33,190,2.062902,1.504329,0.99398,3.65407e-06,0.00047572,7.36776e-05
clssopt,0.05,2,7,14,33,200,2.002507,1.454441,,0.0195936,18.4988,29.6191
clsqdeim,0.05,2,7,14,33,200,1.903668,1.483205,0.980889,3.74724e-06,0.000452327,6.33769e-05
clssopt,0.05,3,7,23,43,10,13.272251,8.278825,0.444674,9.31783e-05,0.0210626,0.00309764
clsqdeim,0.05,3,7,23,43,10,13.332009,9.190741,0.451459,1.69435e-05,0.00503457,0.00032411
clssopt,0.05,3,7,23,43,20,8.248800,6.306567,0.499615,2.41402e-06,0.000345069,3.74795e-05
clsqdeim,0.05,3,7,23,43,20,7.713019,5.392948,0.523032,9.03895e-06,0.00114856,0.000165438
clssopt,0.05,3,7,23,43,30,6.148831,3.699696,0.532778,3.9699e-06,0.00033226,3.52362e-05
clsqdeim,0.05,3,7,23,43,30,6.711677,4.488118,0.563149,1.00821e-05,0.000817165,7.77353e-05
clssopt,0.05,3,7,23,43,40,4.880150,3.289399,0.56798,3.42689e-06,0.000317503,2.81021e-05
clsqdeim,0.05,3,7,23,43,40,6.177489,2.785306,0.593763,7.99041e-06,0.000954976,9.10304e-05
clssopt,0.05,3,7,23,43,50,5.461000,3.056012,0.624757,3.66951e-06,0.000326291,2.73985e-05
clsqdeim,0.05,3,7,23,43,50,4.834512,3.373118,0.659816,3.38636e-06,0.000563544,5.11093e-05
clssopt,0.05,3,7,23,43,60,4.245588,2.759625,0.65376,2.36567e-06,0.000347529,2.39664e-05
clsqdeim,0.05,3,7,23,43,60,4.181923,2.946251,0.690282,2.43631e-06,0.00055214,5.40025e-05
clssopt,0.05,3,7,23,43,70,3.823549,3.152876,0.698602,2.68266e-06,0.000414803,3.28189e-05
clsqdeim,0.05,3,7,23,43,70,3.735272,2.553854,0.75419,5.45344e-06,0.000642027,4.93477e-05
clssopt,0.05,3,7,23,43,80,3.640104,2.514907,0.728516,1.73289e-06,0.000369801,2.44779e-05
clsqdeim,0.05,3,7,23,43,80,3.693889,2.691607,0.797987,4.29787e-06,0.000567139,3.63445e-05
clssopt,0.05,3,7,23,43,90,3.370172,2.281593,0.773217,1.65029e-06,0.000349386,2.25333e-05
clsqdeim,0.05,3,7,23,43,90,3.297502,2.189749,0.860219,3.53721e-06,0.000552887,2.87025e-05
clssopt,0.05,3,7,23,43,100,3.054094,2.120370,0.807702,1.76667e-06,0.000356734,2.30783e-05
clsqdeim,0.05,3,7,23,43,100,2.992184,2.232248,0.882461,2.97817e-06,0.000541845,3.06505e-05
clssopt,0.05,3,7,23,43,110,2.958499,2.134676,0.863751,1.72186e-06,0.000365398,2.49692e-05
clsqdeim,0.05,3,7,23,43,110,2.973668,2.342873,0.908584,3.16597e-06,0.000561547,3.02773e-05
clssopt,0.05,3,7,23,43,120,2.823987,2.041199,0.84783,1.65516e-06,0.000360129,2.15371e-05
clsqdeim,0.05,3,7,23,43,120,2.910499,2.164516,0.931115,3.52871e-06,0.000572123,3.31451e-05
clssopt,0.05,3,7,23,43,130,2.789410,2.126827,0.871079,1.86342e-06,0.000373706,2.05324e-05
clsqdeim,0.05,3,7,23,43,130,2.654075,1.946873,0.970934,4.07069e-06,0.000609382,3.71916e-05
clssopt,0.05,3,7,23,43,140,2.630282,1.815889,0.882393,1.59853e-06,0.000370311,1.91847e-05
clsqdeim,0.05,3,7,23,43,140,2.848482,1.863944,1.00694,3.53197e-06,0.000593647,2.97722e-05
clssopt,0.05,3,7,23,43,150,2.677291,1.987107,0.925394,1.49011e-06,0.000367759,1.9012e-05
clsqdeim,0.05,3,7,23,43,150,2.709087,2.198266,1.02366,3.15325e-06,0.000582399,2.86663e-05
clssopt,0.05,3,7,23,43,160,2.472111,1.886742,0.948974,1.52078e-06,0.000364554,1.75189e-05
clsqdeim,0.05,3,7,23,43,160,2.443722,1.943112,1.05492,2.72656e-06,0.000567888,2.53227e-05
clssopt,0.05,3,7,23,43,170,2.337306,1.939939,0.971638,1.53863e-06,0.00035533,1.78844e-05
clsqdeim,0.05,3,7,23,43,170,2.326870,1.950074,1.10188,2.90527e-06,0.000560528,3.04513e-05
clssopt,0.05,3,7,23,43,180,2.277480,1.756997,0.996382,1.5642e-06,0.000351757,1.70831e-05
clsqdeim,0.05,3,7,23,43,180,2.448341,1.798066,1.12669,3.20374e-06,0.000556245,2.38522e-05
clssopt,0.05,3,7,23,43,190,2.169755,1.777630,1.02582,1.69078e-06,0.000356007,1.72128e-05
clsqdeim,0.05,3,7,23,43,190,2.542624,1.971963,1.15115,5.49305e-06,0.000641984,2.82715e-05
clssopt,0.05,3,7,23,43,200,2.328980,1.695008,1.06871,1.84122e-06,0.000360671,1.75184e-05
clsqdeim,0.05,3,7,23,43,200,2.311366,1.624470,1.18326,5.02124e-06,0.00064942,3.15534e-05
clssopt,0.05,4,7,36,53,10,18.783649,11.196393,,0.00232686,1.22502,0.101699
clsqdeim,0.05,4,7,36,53,10,15.811206,17.084953,17.4558,0.0500705,1.2004,0.196475
clssopt,0.05,4,7,36,53,20,8.985285,8.371809,0.573363,0.000346321,0.11028,0.0175107
clsqdeim,0.05,4,7,36,53,20,11.517775,8.859943,0.845965,0.00336974,0.990354,0.353567
clssopt,0.05,4,7,36,53,30,8.196160,6.044420,0.751888,0.00274934,0.816423,0.0636295
clsqdeim,0.05,4,7,36,53,30,7.599295,7.611229,,0.0179779,7.14802,1.05377
clssopt,0.05,4,7,36,53,40,6.884966,4.919081,0.688459,0.000116481,0.0236922,0.00315576
clsqdeim,0.05,4,7,36,53,40,6.760512,5.739656,,0.0174225,2.55644,0.440738
clssopt,0.05,4,7,36,53,50,5.780701,3.907674,0.730205,1.48019e-05,0.00849574,0.00135867
clsqdeim,0.05,4,7,36,53,50,5.482863,4.446539,,0.0083214,4.96976,1.5007
clssopt,0.05,4,7,36,53,60,5.093455,4.729743,0.77935,5.55937e-06,0.00133931,0.000150583
clsqdeim,0.05,4,7,36,53,60,4.417883,4.744084,0.772383,4.17531e-05,0.0729823,0.0415956
clssopt,0.05,4,7,36,53,70,4.206397,3.453835,0.826943,6.96262e-06,0.00144398,0.000165695
clsqdeim,0.05,4,7,36,53,70,4.482833,3.317429,,0.0030703,1.31258,0.138241
clssopt,0.05,4,7,36,53,80,4.018583,3.157287,0.840345,6.68341e-06,0.0010398,0.0001291
clsqdeim,0.05,4,7,36,53,80,4.116596,4.227273,1.91218,0.00157963,0.76047,0.102425
clssopt,0.05,4,7,36,53,90,3.612334,4.099594,0.915764,7.45288e-06,0.00116591,0.000146015
clsqdeim,0.05,4,7,36,53,90,3.633410,4.708649,0.905609,0.000353382,0.126328,0.0207687
clssopt,0.05,4,7,36,53,100,3.390311,3.014776,0.945528,8.09309e-06,0.000849423,0.000112389
clsqdeim,0.05,4,7,36,53,100,3.870270,3.501368,0.918069,1.34062e-05,0.00164059,0.000374174
clssopt,0.05,4,7,36,53,110,3.271474,2.557016,0.997863,6.31832e-06,0.000770608,8.32441e-05
clsqdeim,0.05,4,7,36,53,110,3.276839,2.925164,0.941284,5.80735e-06,0.00378521,0.000213284
clssopt,0.05,4,7,36,53,120,3.343691,3.417410,0.993722,5.81761e-06,0.000789414,6.67961e-05
clsqdeim,0.05,4,7,36,53,120,3.338016,4.401543,0.970024,1.40193e-05,0.0484257,0.0184277
clssopt,0.05,4,7,36,53,130,3.429454,2.612965,1.00758,6.89282e-06,0.000844349,7.92835e-05
clsqdeim,0.05,4,7,36,53,130,3.109393,2.879040,1.00825,6.94639e-06,0.00417176,0.00118452
clssopt,0.05,4,7,36,53,140,2.961315,2.500286,1.06332,3.93514e-06,0.000569203,4.62735e-05
clsqdeim,0.05,4,7,36,53,140,3.047629,3.094918,1.06011,6.64887e-06,0.00101886,8.61241e-05
clssopt,0.05,4,7,36,53,150,2.965366,2.882105,1.07493,1.67651e-06,0.000443155,2.84545e-05
clsqdeim,0.05,4,7,36,53,150,2.893995,3.837078,1.09374,6.49238e-06,0.00107288,0.000147961
clssopt,0.05,4,7,36,53,160,2.860446,2.504591,1.11597,2.91973e-06,0.000428375,2.67234e-05
clsqdeim,0.05,4,7,36,53,160,2.674498,3.094004,1.12668,4.84036e-06,0.00149591,0.000251338
clssopt,0.05,4,7,36,53,170,2.592885,2.334783,1.12237,2.31983e-06,0.000441,3.60418e-05
clsqdeim,0.05,4,7,36,53,170,2.633862,2.141339,1.18966,3.33028e-06,0.00133433,0.000216911
clssopt,0.05,4,7,36,53,180,2.739352,3.999931,1.15406,2.37441e-06,0.000437807,3.27321e-05
clsqdeim,0.05,4,7,36,53,180,2.594614,6.998295,1.24244,4.12192e-06,0.00171115,0.000287937
clssopt,0.05,4,7,36,53,190,2.546781,2.072482,1.16633,1.9596e-06,0.000436749,3.11488e-05
clsqdeim,0.05,4,7,36,53,190,2.599162,2.578461,1.19641,3.91495e-06,0.0013255,0.000211834
clssopt,0.05,4,7,36,53,200,2.520461,2.150702,1.21903,4.09327e-06,0.000606002,5.85697e-05
clsqdeim,0.05,4,7,36,53,200,2.637257,2.807541,1.19991,3.64155e-06,0.000976736,0.00014184
clssopt,0.05,5,7,46,62,10,22.837506,17.479639,,0.0129363,1.41755,0.244354
clsqdeim,0.05,5,7,46,62,10,16.319905,20.552084,,0.0222305,2.35826,0.435504
clssopt,0.05,5,7,46,62,20,11.492235,8.954425,0.695452,0.000229163,0.174717,0.0364209
clsqdeim,0.05,5,7,46,62,20,13.679383,11.174315,,0.0148347,1.58842,0.209017
clssopt,0.05,5,7,46,62,30,9.675402,6.993041,,0.0020599,1.20018,0.073408
clsqdeim,0.05,5,7,46,62,30,9.391975,6.784601,0.734469,0.000380518,0.209356,0.0357116
clssopt,0.05,5,7,46,62,40,7.006497,5.618959,,0.0192527,2.25328,0.448886
clsqdeim,0.05,5,7,46,62,40,7.359998,5.239241,,0.0023811,2.4754,0.347253
clssopt,0.05,5,7,46,62,50,5.588223,4.962911,,0.0244524,3.22849,0.630319
clsqdeim,0.05,5,7,46,62,50,5.761251,5.227026,0.834737,0.000499193,0.814407,0.124836
clssopt,0.05,5,7,46,62,60,5.123513,4.536290,,0.0234266,3.66363,0.760989
clsqdeim,0.05,5,7,46,62,60,6.158389,4.167229,0.89024,0.000440905,0.112495,0.0207308
clssopt,0.05,5,7,46,62,70,4.874540,3.866450,,0.0134024,2.91364,0.492997
clsqdeim,0.05,5,7,46,62,70,4.828576,4.192088,0.880324,0.000243926,0.0961088,0.0180611
clssopt,0.05,5,7,46,62,80,4.361379,3.231838,,0.0116694,3.55037,0.58251
clsqdeim,0.05,5,7,46,62,80,4.145591,3.842407,0.953435,0.000262822,0.0789443,0.0121137
clssopt,0.05,5,7,46,62,90,4.357509,3.473533,,0.0228515,4.97904,0.925532
clsqdeim,0.05,5,7,46,62,90,3.896221,3.892122,1.01321,0.000110966,0.0217149,0.00394406
clssopt,0.05,5,7,46,62,100,4.249261,2.999235,,0.0249494,7.21458,1.60577
clsqdeim,0.05,5,7,46,62,100,4.009953,3.134843,1.04579,6.00075e-05,0.0113177,0.00229614
clssopt,0.05,5,7,46,62,110,3.802570,2.932584,,0.0225892,8.46008,1.70696
clsqdeim,0.05,5,7,46,62,110,3.934244,3.130369,1.07677,6.10219e-06,0.00284707,0.000479589
clssopt,0.05,5,7,46,62,120,3.345032,2.879901,,0.023318,11.1105,2.35885
clsqdeim,0.05,5,7,46,62,120,3.443375,3.314487,1.09392,2.80919e-06,0.000849509,0.000109096
clssopt,0.05,5,7,46,62,130,3.166895,2.893732,,0.0254857,8.90489,1.83651
clsqdeim,0.05,5,7,46,62,130,3.502821,2.991536,1.16207,3.18217e-06,0.00081301,0.000101705
clssopt,0.05,5,7,46,62,140,3.190621,2.935329,,0.0255432,9.4526,2.26797
clsqdeim,0.05,5,7,46,62,140,3.242461,2.991266,1.20341,4.65324e-06,0.000739295,0.000109536
clssopt,0.05,5,7,46,62,150,3.246078,2.775256,,0.0264612,9.06746,2.33508
clsqdeim,0.05,5,7,46,62,150,3.117761,2.874645,1.25505,4.29286e-06,0.000514601,4.85951e-05
clssopt,0.05,5,7,46,62,160,2.914449,2.446671,,0.0229669,7.8128,1.81322
clsqdeim,0.05,5,7,46,62,160,3.077354,2.632298,1.29528,2.43361e-06,0.000501627,6.62539e-05
clssopt,0.05,5,7,46,62,170,2.794013,2.567485,,0.0250934,12.3413,3.74729
clsqdeim,0.05,5,7,46,62,170,2.834446,2.784793,1.31127,2.46926e-06,0.000632191,9.2565e-05
clssopt,0.05,5,7,46,62,180,2.969122,2.478519,,0.0259451,14.5292,4.94657
clsqdeim,0.05,5,7,46,62,180,2.873204,2.486623,1.35119,2.33459e-06,0.000495884,4.02132e-05
clssopt,0.05,5,7,46,62,190,2.755848,2.525381,,0.0250796,11.9915,3.42456
clsqdeim,0.05,5,7,46,62,190,2.666891,2.438496,1.33893,4.55982e-06,0.00067622,6.74492e-05
clssopt,0.05,5,7,46,62,200,2.867764,2.372896,,0.0204502,8.67531,2.47021
clsqdeim,0.05,5,7,46,62,200,2.793274,2.365759,1.50405,4.4574e-06,0.000597516,5.34808e-05
clssopt,0.05,6,7,55,69,10,19.317443,29.621832,,0.00942802,9.312,1.72743
clsqdeim,0.05,6,7,55,69,10,23.867414,30.734479,,0.0119161,15.9315,1.52283
clssopt,0.05,6,7,55,69,20,12.597695,11.428452,0.764845,6.89426e-05,0.0198699,0.00340818
clsqdeim,0.05,6,7,55,69,20,12.689509,11.325257,,0.00967163,8.01345,1.60708
clssopt,0.05,6,7,55,69,30,9.031973,8.750934,0.826401,4.49714e-05,0.0116682,0.00171322
clsqdeim,0.05,6,7,55,69,30,9.425661,8.562715,,0.00586841,1.4599,0.183166
clssopt,0.05,6,7,55,69,40,8.338012,7.480563,0.855008,2.27317e-05,0.00280463,0.000477359
clsqdeim,0.05,6,7,55,69,40,7.932534,7.504909,0.856822,0.0001908,0.127466,0.0193381
clssopt,0.05,6,7,55,69,50,6.535968,5.609604,0.903955,3.52856e-05,0.00490899,0.000510984
clsqdeim,0.05,6,7,55,69,50,6.874113,6.442918,0.921738,5.16096e-05,0.0150962,0.00248041
clssopt,0.05,6,7,55,69,60,6.311339,5.418462,0.949587,5.43099e-06,0.000836874,7.92432e-05
clsqdeim,0.05,6,7,55,69,60,6.264109,5.581774,0.987119,0.000130624,0.0367863,0.00645123
clssopt,0.05,6,7,55,69,70,5.431711,4.476294,,0.0114943,2.83302,0.5309
clsqdeim,0.05,6,7,55,69,70,5.531567,5.411972,1.04956,0.000599605,0.259599,0.0428505
clssopt,0.05,6,7,55,69,80,4.704911,4.390182,,0.00360483,2.83465,0.488574
clsqdeim,0.05,6,7,55,69,80,4.872941,4.804580,1.04908,0.000179923,0.0327042,0.00581226
clssopt,0.05,6,7,55,69,90,4.467067,4.068839,,0.00200375,2.84467,0.68442
clsqdeim,0.05,6,7,55,69,90,4.810258,4.762499,1.1085,0.000586427,0.139069,0.0210792
clssopt,0.05,6,7,55,69,100,4.386873,4.256696,,0.0023623,2.52447,0.569452
clsqdeim,0.05,6,7,55,69,100,3.996570,3.705912,1.17156,0.000610472,0.153875,0.0219858
clssopt,0.05,6,7,55,69,110,3.857588,6.907110,1.15337,3.0223e-05,0.0103667,0.00105165
clsqdeim,0.05,6,7,55,69,110,3.987132,11.545702,1.21467,0.000951526,0.319601,0.0417979
clssopt,0.05,6,7,55,69,120,3.600718,3.917981,1.1812,0.000292652,0.105182,0.0159205
clsqdeim,0.05,6,7,55,69,120,3.895811,4.156026,1.23481,0.000627124,0.153434,0.0194329
clssopt,0.05,6,7,55,69,130,3.814974,3.455034,1.27252,0.00054881,0.286521,0.0511263
clsqdeim,0.05,6,7,55,69,130,3.609160,3.521208,1.2428,0.000347612,0.0672178,0.00769851
clssopt,0.05,6,7,55,69,140,3.589942,3.072802,1.27795,0.000224791,0.0933019,0.0162781
clsqdeim,0.05,6,7,55,69,140,3.300415,4.015791,1.30525,5.42201e-05,0.00596763,0.000833991
clssopt,0.05,6,7,55,69,150,3.383903,2.896732,1.2956,0.000320919,0.138748,0.0255053
clsqdeim,0.05,6,7,55,69,150,3.234335,3.165372,1.35388,9.2731e-06,0.00135154,0.000171197
clssopt,0.05,6,7,55,69,160,3.217621,3.118125,1.30397,2.68208e-06,0.00107357,0.000207269
clsqdeim,0.05,6,7,55,69,160,3.060478,3.080046,1.39513,9.77482e-06,0.00168608,0.000211153
clssopt,0.05,6,7,55,69,170,3.007350,2.999439,1.34457,5.11198e-06,0.00177481,0.000255206
clsqdeim,0.05,6,7,55,69,170,3.095919,3.098372,1.43284,8.81087e-06,0.00110864,0.000104969
clssopt,0.05,6,7,55,69,180,2.970393,3.080971,1.35911,3.24893e-06,0.00101382,0.000134998
clsqdeim,0.05,6,7,55,69,180,2.946834,2.867489,1.45487,3.78355e-06,0.000707386,7.50473e-05
clssopt,0.05,6,7,55,69,190,2.924326,2.695003,1.36389,2.69735e-06,0.0010124,0.000147109
clsqdeim,0.05,6,7,55,69,190,2.910385,3.915324,1.50458,3.94909e-06,0.000637646,7.72391e-05
clssopt,0.05,6,7,55,69,200,2.654739,2.648505,1.39122,3.20282e-06,0.00115855,0.000114122
clsqdeim,0.05,6,7,55,69,200,2.902202,2.895414,1.53325,5.85561e-06,0.000922787,0.000121333
