p,method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
0.25,thQDEIM,4,0.99999,24,27,27,67,1.36817408,0.001620859382225297
,SOPT,5,0.999999,29,32,32,34,1.067174163,0.0005672799677576664
0.1,clsthSOPT,5,0.999999,29,32,32,34,0.9626600270000001,0.001643332341105977
0.1,thSOPT,5,0.999999,29,32,32,34,1.049229098,0.0005672799677246652
1,QDEIM,5,0.999999,29,32,32,34,1.046234547,0.00140972542931506
0.1,clsthQDEIM,5,0.999999,29,32,32,34,,
0.1,thQDEIM,5,0.999999,29,32,32,34,1.065524349,0.001409725429272897
,SOPT,5,0.999999,29,32,32,36,,
0.1,clsthSOPT,5,0.999999,29,32,32,36,1.020484757,0.001454671311982157
0.1,thSOPT,5,0.999999,29,32,32,36,,
1,QDEIM,5,0.999999,29,32,32,36,1.089686499,0.003620539266969432
0.1,clsthQDEIM,5,0.999999,29,32,32,36,,
0.1,thQDEIM,5,0.999999,29,32,32,36,1.087921316,0.003620539266871772
,SOPT,5,0.999999,29,32,32,38,,
0.1,clsthSOPT,5,0.999999,29,32,32,38,1.097870571,0.001451794800177807
0.1,thSOPT,5,0.999999,29,32,32,38,,
1,QDEIM,5,0.999999,29,32,32,38,1.125266621,0.003711659061295718
0.1,clsthQDEIM,5,0.999999,29,32,32,38,,
0.1,thQDEIM,5,0.999999,29,32,32,38,1.13531311,0.003711659061194474
,SOPT,5,0.999999,29,32,32,40,,
0.1,clsthSOPT,5,0.999999,29,32,32,40,,
0.1,thSOPT,5,0.999999,29,32,32,40,,
1,QDEIM,5,0.999999,29,32,32,40,1.160229254,0.009437516556721844
0.1,clsthQDEIM,5,0.999999,29,32,32,40,,
0.1,thQDEIM,5,0.999999,29,32,32,40,1.173628392,0.009437516556974657
,SOPT,5,0.999999,29,32,32,42,1.290141024,0.006149297359191595
0.1,clsthSOPT,5,0.999999,29,32,32,42,1.133068397,0.001164810029312852
0.1,thSOPT,5,0.999999,29,32,32,42,1.197101647,0.006149297359183281
1,QDEIM,5,0.999999,29,32,32,42,1.311018971,0.01795664126753948
0.1,clsthQDEIM,5,0.999999,29,32,32,42,,
0.1,thQDEIM,5,0.999999,29,32,32,42,1.314228454,0.01795664126850633
,SOPT,5,0.999999,29,32,32,44,1.238506296,0.005926262594036096
0.1,clsthSOPT,5,0.999999,29,32,32,44,,
0.1,thSOPT,5,0.999999,29,32,32,44,1.260917373,0.005926262594032686
1,QDEIM,5,0.999999,29,32,32,44,,
0.1,clsthQDEIM,5,0.999999,29,32,32,44,,
0.1,thQDEIM,5,0.999999,29,32,32,44,,
,SOPT,5,0.999999,29,32,32,46,1.274125419,0.01511138026077892
0.1,clsthSOPT,5,0.999999,29,32,32,46,,
0.1,thSOPT,5,0.999999,29,32,32,46,1.247716407,0.0151113802605787
1,QDEIM,5,0.999999,29,32,32,46,1.331078698,0.04755757543108803
0.1,clsthQDEIM,5,0.999999,29,32,32,46,,
0.1,thQDEIM,5,0.999999,29,32,32,46,1.347091121,0.04755757543593689
,SOPT,5,0.999999,29,32,32,48,1.468693985,0.5130180214814921
0.1,clsthSOPT,5,0.999999,29,32,32,48,,
0.1,thSOPT,5,0.999999,29,32,32,48,1.449577336,0.5130180214340953
1,QDEIM,5,0.999999,29,32,32,48,1.371893244,0.01487238668324873
0.1,clsthQDEIM,5,0.999999,29,32,32,48,,
0.1,thQDEIM,5,0.999999,29,32,32,48,1.38608118,0.01487238668400374
,SOPT,5,0.999999,29,32,32,50,1.764296952,2.515130240055586
0.1,clsthSOPT,5,0.999999,29,32,32,50,,
0.1,thSOPT,5,0.999999,29,32,32,50,1.745271066,2.515130240067583
1,QDEIM,5,0.999999,29,32,32,50,1.40282781,0.03834841522380378
0.1,clsthQDEIM,5,0.999999,29,32,32,50,,
0.1,thQDEIM,5,0.999999,29,32,32,50,1.409000958,0.03834841522719065
,SOPT,5,0.999999,29,32,32,52,,
0.1,clsthSOPT,5,0.999999,29,32,32,52,1.277206103,0.0001302959397823465
0.1,thSOPT,5,0.999999,29,32,32,52,,
1,QDEIM,5,0.999999,29,32,32,52,1.540820002,0.7305670185801559
0.1,clsthQDEIM,5,0.999999,29,32,32,52,,
0.1,thQDEIM,5,0.999999,29,32,32,52,1.56491651,0.7305670186723735
,SOPT,5,0.999999,29,32,32,54,1.408187292,0.006353685232072755
0.1,clsthSOPT,5,0.999999,29,32,32,54,1.324015825,0.0002883091671759836
0.1,thSOPT,5,0.999999,29,32,32,54,1.377342052,0.006353685232111027
1,QDEIM,5,0.999999,29,32,32,54,1.576600182,0.995412303434838
0.1,clsthQDEIM,5,0.999999,29,32,32,54,,
0.1,thQDEIM,5,0.999999,29,32,32,54,1.591791626,0.9954123035486191
,SOPT,5,0.999999,29,32,32,56,,
0.1,clsthSOPT,5,0.999999,29,32,32,56,1.351438654,7.02902036601075e-05
0.1,thSOPT,5,0.999999,29,32,32,56,,
1,QDEIM,5,0.999999,29,32,32,56,1.608065932,1.064980707530316
0.1,clsthQDEIM,5,0.999999,29,32,32,56,,
0.1,thQDEIM,5,0.999999,29,32,32,56,1.614055595,1.064980707653712
,SOPT,5,0.999999,29,32,32,58,1.446823179,0.001047567263467001
0.1,clsthSOPT,5,0.999999,29,32,32,58,1.36579798,0.0003089182434454421
0.1,thSOPT,5,0.999999,29,32,32,58,1.425785926,0.001047567263464489
1,QDEIM,5,0.999999,29,32,32,58,,
0.1,clsthQDEIM,5,0.999999,29,32,32,58,,
0.1,thQDEIM,5,0.999999,29,32,32,58,,
,SOPT,5,0.999999,29,32,32,60,1.487913479,0.0004872255519881381
0.1,clsthSOPT,5,0.999999,29,32,32,60,1.403766143,0.000318374670863984
0.1,thSOPT,5,0.999999,29,32,32,60,1.464056833,0.0004872255519796536
1,QDEIM,5,0.999999,29,32,32,60,,
0.1,clsthQDEIM,5,0.999999,29,32,32,60,1.337124897,0.09465459300978521
0.1,thQDEIM,5,0.999999,29,32,32,60,,
,SOPT,5,0.999999,29,32,32,62,1.497718268,0.0003528087591339076
0.1,clsthSOPT,5,0.999999,29,32,32,62,1.414847231,0.0001378026860474425
0.1,thSOPT,5,0.999999,29,32,32,62,1.497179134,0.0003528087591256139
1,QDEIM,5,0.999999,29,32,32,62,,
0.1,clsthQDEIM,5,0.999999,29,32,32,62,1.30175688,0.01140996961103697
0.1,thQDEIM,5,0.999999,29,32,32,62,,
,SOPT,5,0.999999,29,32,32,64,1.52979483,0.0001947322519532387
0.1,clsthSOPT,5,0.999999,29,32,32,64,1.440217014,0.0003426311199392537
0.1,thSOPT,5,0.999999,29,32,32,64,1.53300934,0.0001947322519610397
1,QDEIM,5,0.999999,29,32,32,64,1.830972803,0.9635038121657393
0.1,clsthQDEIM,5,0.999999,29,32,32,64,1.368233084,0.0934883234759393
0.1,thQDEIM,5,0.999999,29,32,32,64,1.84188219,0.9635038123479465
,SOPT,5,0.999999,29,32,32,66,1.566206774,0.000104276489605842
0.1,clsthSOPT,5,0.999999,29,32,32,66,1.447843291,0.0004888005519143098
0.1,thSOPT,5,0.999999,29,32,32,66,1.569422636,0.0001042764896142291
1,QDEIM,5,0.999999,29,32,32,66,1.794040284,0.3206486571159648
0.1,clsthQDEIM,5,0.999999,29,32,32,66,1.503325238,0.3028279209749417
0.1,thQDEIM,5,0.999999,29,32,32,66,1.809367773,0.3206486571725494
,SOPT,5,0.999999,29,32,32,68,1.572968154,0.0001066986358792439
0.1,clsthSOPT,5,0.999999,29,32,32,68,1.46621393,0.001084796521591287
0.1,thSOPT,5,0.999999,29,32,32,68,1.574618675,0.0001066986358739873
1,QDEIM,5,0.999999,29,32,32,68,1.658275804,0.018181891914904
0.1,clsthQDEIM,5,0.999999,29,32,32,68,1.448020249,0.2663322889551151
0.1,thQDEIM,5,0.999999,29,32,32,68,1.668585572,0.01818189191572556
,SOPT,5,0.999999,29,32,32,70,1.5997931,9.027997941894138e-05
0.1,clsthSOPT,5,0.999999,29,32,32,70,1.510067152,0.001206359193929723
0.1,thSOPT,5,0.999999,29,32,32,70,1.62709394,9.027997942551391e-05
1,QDEIM,5,0.999999,29,32,32,70,1.638342769,0.008496658308826606
0.1,clsthQDEIM,5,0.999999,29,32,32,70,1.41113833,0.06539487263441972
0.1,thQDEIM,5,0.999999,29,32,32,70,1.640287797,0.008496658309003991
,SOPT,5,0.999999,29,32,32,72,1.632497139,0.0001041783287920091
0.1,clsthSOPT,5,0.999999,29,32,32,72,1.552652046,0.0001080937989019056
0.1,thSOPT,5,0.999999,29,32,32,72,1.651416325,0.0001041783288008207
1,QDEIM,5,0.999999,29,32,32,72,1.672268587,0.006609503313338404
0.1,clsthQDEIM,5,0.999999,29,32,32,72,,
0.1,thQDEIM,5,0.999999,29,32,32,72,1.677287461,0.006609503313449987
,SOPT,5,0.999999,29,32,32,34,1.068481746,0.0005672799677576664
0.2,clsthSOPT,5,0.999999,29,32,32,34,,
0.2,thSOPT,5,0.999999,29,32,32,34,1.057452636,0.0005672799677522068
1,QDEIM,5,0.999999,29,32,32,34,1.042757502,0.00140972542931506
0.2,clsthQDEIM,5,0.999999,29,32,32,34,0.988692295,0.003410375766191386
0.2,thQDEIM,5,0.999999,29,32,32,34,1.0395049,0.001409725429289928
,SOPT,5,0.999999,29,32,32,36,,
0.2,clsthSOPT,5,0.999999,29,32,32,36,1.117192266,0.006575101947788382
0.2,thSOPT,5,0.999999,29,32,32,36,,
1,QDEIM,5,0.999999,29,32,32,36,1.08927198,0.003620539266969432
0.2,clsthQDEIM,5,0.999999,29,32,32,36,1.031203512,0.003728058333810905
0.2,thQDEIM,5,0.999999,29,32,32,36,1.090568817,0.003620539266925513
,SOPT,5,0.999999,29,32,32,38,,
0.2,clsthSOPT,5,0.999999,29,32,32,38,1.346988147,0.8720016412568722
0.2,thSOPT,5,0.999999,29,32,32,38,,
1,QDEIM,5,0.999999,29,32,32,38,1.12097976,0.003711659061295718
0.2,clsthQDEIM,5,0.999999,29,32,32,38,1.144046958,0.003662070718489451
0.2,thQDEIM,5,0.999999,29,32,32,38,1.142870602,0.003711659061242841
,SOPT,5,0.999999,29,32,32,40,,
0.2,clsthSOPT,5,0.999999,29,32,32,40,,
0.2,thSOPT,5,0.999999,29,32,32,40,,
1,QDEIM,5,0.999999,29,32,32,40,1.154759381,0.009437516556721844
0.2,clsthQDEIM,5,0.999999,29,32,32,40,1.10579907,0.003640945099425068
0.2,thQDEIM,5,0.999999,29,32,32,40,1.16866619,0.009437516556952743
,SOPT,5,0.999999,29,32,32,42,1.214054628,0.006149297359191595
0.2,clsthSOPT,5,0.999999,29,32,32,42,1.238430096,0.00454009660718336
0.2,thSOPT,5,0.999999,29,32,32,42,1.225828409,0.006149297359323135
1,QDEIM,5,0.999999,29,32,32,42,1.300766668,0.01795664126753948
0.2,clsthQDEIM,5,0.999999,29,32,32,42,1.115158474,0.003666401766867012
0.2,thQDEIM,5,0.999999,29,32,32,42,1.310654534,0.01795664126882631
,SOPT,5,0.999999,29,32,32,44,1.233206197,0.005926262594036096
0.2,clsthSOPT,5,0.999999,29,32,32,44,,
0.2,thSOPT,5,0.999999,29,32,32,44,1.240457749,0.005926262594161518
1,QDEIM,5,0.999999,29,32,32,44,,
0.2,clsthQDEIM,5,0.999999,29,32,32,44,1.142734121,0.003529123140802375
0.2,thQDEIM,5,0.999999,29,32,32,44,,
,SOPT,5,0.999999,29,32,32,46,1.267659879,0.01511138026077892
0.2,clsthSOPT,5,0.999999,29,32,32,46,1.51153379,0.002181175620716082
0.2,thSOPT,5,0.999999,29,32,32,46,1.260110794,0.01511138026169349
1,QDEIM,5,0.999999,29,32,32,46,1.391518952,0.04755757543108803
0.2,clsthQDEIM,5,0.999999,29,32,32,46,1.170543029,0.003523128891947097
0.2,thQDEIM,5,0.999999,29,32,32,46,1.331756482,0.04755757543775253
,SOPT,5,0.999999,29,32,32,48,1.463268473,0.5130180214814921
0.2,clsthSOPT,5,0.999999,29,32,32,48,1.291032046,0.002299495169725671
0.2,thSOPT,5,0.999999,29,32,32,48,1.442117355,0.5130180216504661
1,QDEIM,5,0.999999,29,32,32,48,1.361930151,0.01487238668324873
0.2,clsthQDEIM,5,0.999999,29,32,32,48,1.21884179,0.003664905646345589
0.2,thQDEIM,5,0.999999,29,32,32,48,1.379664698,0.01487238668431837
,SOPT,5,0.999999,29,32,32,50,1.759662249,2.515130240055586
0.2,clsthSOPT,5,0.999999,29,32,32,50,1.324671658,0.002321271578980172
0.2,thSOPT,5,0.999999,29,32,32,50,1.722822567,2.515130240091813
1,QDEIM,5,0.999999,29,32,32,50,1.389049337,0.03834841522380378
0.2,clsthQDEIM,5,0.999999,29,32,32,50,1.240580056,0.003762973514377985
0.2,thQDEIM,5,0.999999,29,32,32,50,1.385787499,0.03834841523039396
,SOPT,5,0.999999,29,32,32,52,,
0.2,clsthSOPT,5,0.999999,29,32,32,52,1.354631103,0.002487247552601387
0.2,thSOPT,5,0.999999,29,32,32,52,,
1,QDEIM,5,0.999999,29,32,32,52,1.525188612,0.7305670185801559
0.2,clsthQDEIM,5,0.999999,29,32,32,52,1.258924975,0.003774810320416109
0.2,thQDEIM,5,0.999999,29,32,32,52,1.518592273,0.7305670187610432
,SOPT,5,0.999999,29,32,32,54,1.407677589,0.006353685232072755
0.2,clsthSOPT,5,0.999999,29,32,32,54,1.358296986,0.001140116987250409
0.2,thSOPT,5,0.999999,29,32,32,54,1.37644782,0.006353685231851034
1,QDEIM,5,0.999999,29,32,32,54,1.566044422,0.995412303434838
0.2,clsthQDEIM,5,0.999999,29,32,32,54,1.287816189,0.003768049136180553
0.2,thQDEIM,5,0.999999,29,32,32,54,1.565232221,0.9954123036211665
,SOPT,5,0.999999,29,32,32,56,,
0.2,clsthSOPT,5,0.999999,29,32,32,56,1.399275781,0.001266377929046037
0.2,thSOPT,5,0.999999,29,32,32,56,,
1,QDEIM,5,0.999999,29,32,32,56,1.591001959,1.064980707530316
0.2,clsthQDEIM,5,0.999999,29,32,32,56,1.326224717,0.003754512559714331
0.2,thQDEIM,5,0.999999,29,32,32,56,1.591878175,1.064980707713822
,SOPT,5,0.999999,29,32,32,58,1.450107093,0.001047567263467001
0.2,clsthSOPT,5,0.999999,29,32,32,58,1.415514767,0.001219910589555748
0.2,thSOPT,5,0.999999,29,32,32,58,1.431063778,0.001047567263507527
1,QDEIM,5,0.999999,29,32,32,58,,
0.2,clsthQDEIM,5,0.999999,29,32,32,58,1.372167603,0.003737530390625568
0.2,thQDEIM,5,0.999999,29,32,32,58,,
,SOPT,5,0.999999,29,32,32,60,1.477991872,0.0004872255519881381
0.2,clsthSOPT,5,0.999999,29,32,32,60,1.447829947,0.001273696807566312
0.2,thSOPT,5,0.999999,29,32,32,60,1.469495083,0.0004872255520088842
1,QDEIM,5,0.999999,29,32,32,60,,
0.2,clsthQDEIM,5,0.999999,29,32,32,60,1.392286834,0.003636387902948393
0.2,thQDEIM,5,0.999999,29,32,32,60,,
,SOPT,5,0.999999,29,32,32,62,1.50451896,0.0003528087591339076
0.2,clsthSOPT,5,0.999999,29,32,32,62,1.509194598,0.001446069520535749
0.2,thSOPT,5,0.999999,29,32,32,62,1.509798479,0.0003528087591526317
1,QDEIM,5,0.999999,29,32,32,62,,
0.2,clsthQDEIM,5,0.999999,29,32,32,62,1.410972456,0.003734106344035522
0.2,thQDEIM,5,0.999999,29,32,32,62,,
,SOPT,5,0.999999,29,32,32,64,1.535262322,0.0001947322519532387
0.2,clsthSOPT,5,0.999999,29,32,32,64,1.535036574,0.001420875937013339
0.2,thSOPT,5,0.999999,29,32,32,64,1.540243929,0.0001947322519463335
1,QDEIM,5,0.999999,29,32,32,64,1.827476282,0.9635038121657393
0.2,clsthQDEIM,5,0.999999,29,32,32,64,1.444536897,0.004829459652138456
0.2,thQDEIM,5,0.999999,29,32,32,64,1.83039072,0.9635038125472875
,SOPT,5,0.999999,29,32,32,66,1.568359259,0.000104276489605842
0.2,clsthSOPT,5,0.999999,29,32,32,66,1.565740736,0.0009829638743687856
0.2,thSOPT,5,0.999999,29,32,32,66,1.566729082,0.0001042764895974432
1,QDEIM,5,0.999999,29,32,32,66,1.822598048,0.3206486571159648
0.2,clsthQDEIM,5,0.999999,29,32,32,66,1.476652294,0.004826083706294605
0.2,thQDEIM,5,0.999999,29,32,32,66,1.848757209,0.3206486572281981
,SOPT,5,0.999999,29,32,32,68,1.580681268,0.0001066986358792439
0.2,clsthSOPT,5,0.999999,29,32,32,68,1.615135045,0.001260505049084645
0.2,thSOPT,5,0.999999,29,32,32,68,1.591301991,0.0001066986358881701
1,QDEIM,5,0.999999,29,32,32,68,1.668329664,0.018181891914904
0.2,clsthQDEIM,5,0.999999,29,32,32,68,1.512092866,0.00493221626454783
0.2,thQDEIM,5,0.999999,29,32,32,68,1.630009439,0.01818189191631077
,SOPT,5,0.999999,29,32,32,70,1.598124485,9.027997941894138e-05
0.2,clsthSOPT,5,0.999999,29,32,32,70,1.626750416,0.00130602704569733
0.2,thSOPT,5,0.999999,29,32,32,70,1.611613641,9.02799794071981e-05
1,QDEIM,5,0.999999,29,32,32,70,1.6388889,0.008496658308826606
0.2,clsthQDEIM,5,0.999999,29,32,32,70,1.534030187,0.004950549393782972
0.2,thQDEIM,5,0.999999,29,32,32,70,1.606473472,0.008496658309156985
,SOPT,5,0.999999,29,32,32,72,1.630636515,0.0001041783287920091
0.2,clsthSOPT,5,0.999999,29,32,32,72,1.621113471,0.0009986625203424074
0.2,thSOPT,5,0.999999,29,32,32,72,1.631520446,0.0001041783287809074
1,QDEIM,5,0.999999,29,32,32,72,1.668386895,0.006609503313338404
0.2,clsthQDEIM,5,0.999999,29,32,32,72,1.591896725,0.00494900809256018
0.2,thQDEIM,5,0.999999,29,32,32,72,1.634708073,0.006609503313542833
,SOPT,5,0.999999,29,32,32,34,1.069416965,0.0005672799677576664
0.3,clsthSOPT,5,0.999999,29,32,32,34,1.10855546,0.0005237018689774708
0.3,thSOPT,5,0.999999,29,32,32,34,1.062561138,0.0005672799677346224
1,QDEIM,5,0.999999,29,32,32,34,1.046132512,0.00140972542931506
0.3,clsthQDEIM,5,0.999999,29,32,32,34,0.99754691,0.001622952890703723
0.3,thQDEIM,5,0.999999,29,32,32,34,1.041875095,0.001409725429291479
,SOPT,5,0.999999,29,32,32,36,,
0.3,clsthSOPT,5,0.999999,29,32,32,36,1.069053451,0.002032742291966704
0.3,thSOPT,5,0.999999,29,32,32,36,,
1,QDEIM,5,0.999999,29,32,32,36,1.157342627,0.003620539266969432
0.3,clsthQDEIM,5,0.999999,29,32,32,36,1.02197863,0.001575134114538405
0.3,thQDEIM,5,0.999999,29,32,32,36,1.115947801,0.003620539266927313
,SOPT,5,0.999999,29,32,32,38,,
0.3,clsthSOPT,5,0.999999,29,32,32,38,1.084119296,0.0004457199300232379
0.3,thSOPT,5,0.999999,29,32,32,38,,
1,QDEIM,5,0.999999,29,32,32,38,1.126453911,0.003711659061295718
0.3,clsthQDEIM,5,0.999999,29,32,32,38,1.05364942,0.001304005859978754
0.3,thQDEIM,5,0.999999,29,32,32,38,1.134123426,0.00371165906124377
,SOPT,5,0.999999,29,32,32,40,,
0.3,clsthSOPT,5,0.999999,29,32,32,40,1.371640669,1.097196559739583
0.3,thSOPT,5,0.999999,29,32,32,40,,
1,QDEIM,5,0.999999,29,32,32,40,1.159110025,0.009437516556721844
0.3,clsthQDEIM,5,0.999999,29,32,32,40,1.1125673,0.001329972159739479
0.3,thQDEIM,5,0.999999,29,32,32,40,1.165334241,0.009437516556882618
,SOPT,5,0.999999,29,32,32,42,1.224890056,0.006149297359191595
0.3,clsthSOPT,5,0.999999,29,32,32,42,1.248701542,0.05233559640236363
0.3,thSOPT,5,0.999999,29,32,32,42,1.21955247,0.006149297359359557
1,QDEIM,5,0.999999,29,32,32,42,1.306766832,0.01795664126753948
0.3,clsthQDEIM,5,0.999999,29,32,32,42,1.113733186,0.001391200545297093
0.3,thQDEIM,5,0.999999,29,32,32,42,1.400898803,0.01795664126838954
,SOPT,5,0.999999,29,32,32,44,1.245281992,0.005926262594036096
0.3,clsthSOPT,5,0.999999,29,32,32,44,1.213934522,0.009528086567510171
0.3,thSOPT,5,0.999999,29,32,32,44,1.275012437,0.005926262594189826
1,QDEIM,5,0.999999,29,32,32,44,,
0.3,clsthQDEIM,5,0.999999,29,32,32,44,1.166413378,0.001219753577265828
0.3,thQDEIM,5,0.999999,29,32,32,44,,
,SOPT,5,0.999999,29,32,32,46,1.269235416,0.01511138026077892
0.3,clsthSOPT,5,0.999999,29,32,32,46,1.204037553,0.0003696375463454563
0.3,thSOPT,5,0.999999,29,32,32,46,1.277175177,0.01511138026184104
1,QDEIM,5,0.999999,29,32,32,46,1.332560566,0.04755757543108803
0.3,clsthQDEIM,5,0.999999,29,32,32,46,1.173192055,0.001470840662307368
0.3,thQDEIM,5,0.999999,29,32,32,46,1.335075242,0.04755757543577788
,SOPT,5,0.999999,29,32,32,48,1.458816849,0.5130180214814921
0.3,clsthSOPT,5,0.999999,29,32,32,48,1.234661684,0.001180269456633892
0.3,thSOPT,5,0.999999,29,32,32,48,1.46861305,0.5130180216063621
1,QDEIM,5,0.999999,29,32,32,48,1.364275947,0.01487238668324873
0.3,clsthQDEIM,5,0.999999,29,32,32,48,1.20486661,0.001182866774670251
0.3,thQDEIM,5,0.999999,29,32,32,48,1.375870536,0.01487238668412454
,SOPT,5,0.999999,29,32,32,50,1.758577309,2.515130240055586
0.3,clsthSOPT,5,0.999999,29,32,32,50,1.221181742,0.0002323358243474487
0.3,thSOPT,5,0.999999,29,32,32,50,1.751167442,2.515130240096179
1,QDEIM,5,0.999999,29,32,32,50,1.397352758,0.03834841522380378
0.3,clsthQDEIM,5,0.999999,29,32,32,50,1.240642621,0.001126828660757901
0.3,thQDEIM,5,0.999999,29,32,32,50,1.389865349,0.03834841522921596
,SOPT,5,0.999999,29,32,32,52,,
0.3,clsthSOPT,5,0.999999,29,32,32,52,1.265892954,0.0003970029218521098
0.3,thSOPT,5,0.999999,29,32,32,52,,
1,QDEIM,5,0.999999,29,32,32,52,1.544580002,0.7305670185801559
0.3,clsthQDEIM,5,0.999999,29,32,32,52,1.252389536,0.000361101032222304
0.3,thQDEIM,5,0.999999,29,32,32,52,1.533202912,0.7305670187152911
,SOPT,5,0.999999,29,32,32,54,1.410717108,0.006353685232072755
0.3,clsthSOPT,5,0.999999,29,32,32,54,1.307107392,0.0002921318423802447
0.3,thSOPT,5,0.999999,29,32,32,54,1.405064694,0.006353685231854874
1,QDEIM,5,0.999999,29,32,32,54,1.568639151,0.995412303434838
0.3,clsthQDEIM,5,0.999999,29,32,32,54,1.310830844,0.0008504207688845404
0.3,thQDEIM,5,0.999999,29,32,32,54,1.577536851,0.9954123035596019
,SOPT,5,0.999999,29,32,32,56,,
0.3,clsthSOPT,5,0.999999,29,32,32,56,1.322505455,0.0003568667151652442
0.3,thSOPT,5,0.999999,29,32,32,56,,
1,QDEIM,5,0.999999,29,32,32,56,1.6068159,1.064980707530316
0.3,clsthQDEIM,5,0.999999,29,32,32,56,1.348196706,0.0006351734722067588
0.3,thQDEIM,5,0.999999,29,32,32,56,1.599976474,1.064980707648637
,SOPT,5,0.999999,29,32,32,58,1.440489361,0.001047567263467001
0.3,clsthSOPT,5,0.999999,29,32,32,58,1.368981963,0.0002603438953051142
0.3,thSOPT,5,0.999999,29,32,32,58,1.42708622,0.001047567263521551
1,QDEIM,5,0.999999,29,32,32,58,,
0.3,clsthQDEIM,5,0.999999,29,32,32,58,1.355172895,0.0004647490645352967
0.3,thQDEIM,5,0.999999,29,32,32,58,,
,SOPT,5,0.999999,29,32,32,60,1.495334957,0.0004872255519881381
0.3,clsthSOPT,5,0.999999,29,32,32,60,1.393715024,0.0004884983816568961
0.3,thSOPT,5,0.999999,29,32,32,60,1.457081204,0.0004872255520032854
1,QDEIM,5,0.999999,29,32,32,60,,
0.3,clsthQDEIM,5,0.999999,29,32,32,60,1.378206347,0.0004366492787363064
0.3,thQDEIM,5,0.999999,29,32,32,60,,
,SOPT,5,0.999999,29,32,32,62,1.505378168,0.0003528087591339076
0.3,clsthSOPT,5,0.999999,29,32,32,62,1.433587889,0.0006733949189109288
0.3,thSOPT,5,0.999999,29,32,32,62,1.493239666,0.000352808759143534
1,QDEIM,5,0.999999,29,32,32,62,,
0.3,clsthQDEIM,5,0.999999,29,32,32,62,1.587421501,0.0002052787261055912
0.3,thQDEIM,5,0.999999,29,32,32,62,,
,SOPT,5,0.999999,29,32,32,64,1.53502186,0.0001947322519532387
0.3,clsthSOPT,5,0.999999,29,32,32,64,1.466687269,0.0001917900604424156
0.3,thSOPT,5,0.999999,29,32,32,64,1.509676753,0.0001947322519567077
1,QDEIM,5,0.999999,29,32,32,64,1.844520747,0.9635038121657393
0.3,clsthQDEIM,5,0.999999,29,32,32,64,1.636140753,0.000279622808740894
0.3,thQDEIM,5,0.999999,29,32,32,64,1.830661066,0.9635038124747347
,SOPT,5,0.999999,29,32,32,66,1.567014833,0.000104276489605842
0.3,clsthSOPT,5,0.999999,29,32,32,66,1.482362438,0.001030899259917392
0.3,thSOPT,5,0.999999,29,32,32,66,1.538892822,0.0001042764896120118
1,QDEIM,5,0.999999,29,32,32,66,1.817845575,0.3206486571159648
0.3,clsthQDEIM,5,0.999999,29,32,32,66,,
0.3,thQDEIM,5,0.999999,29,32,32,66,1.792269436,0.3206486572077476
,SOPT,5,0.999999,29,32,32,68,1.585446051,0.0001066986358792439
0.3,clsthSOPT,5,0.999999,29,32,32,68,1.466432245,0.0004560416687016588
0.3,thSOPT,5,0.999999,29,32,32,68,1.541992782,0.0001066986358742662
1,QDEIM,5,0.999999,29,32,32,68,1.676344152,0.018181891914904
0.3,clsthQDEIM,5,0.999999,29,32,32,68,,
0.3,thQDEIM,5,0.999999,29,32,32,68,1.627341213,0.01818189191618092
,SOPT,5,0.999999,29,32,32,70,1.607818924,9.027997941894138e-05
0.3,clsthSOPT,5,0.999999,29,32,32,70,1.499016143,0.0007243903687026164
0.3,thSOPT,5,0.999999,29,32,32,70,1.571655514,9.027997942309445e-05
1,QDEIM,5,0.999999,29,32,32,70,1.641606333,0.008496658308826606
0.3,clsthQDEIM,5,0.999999,29,32,32,70,,
0.3,thQDEIM,5,0.999999,29,32,32,70,1.610529684,0.008496658309156174
,SOPT,5,0.999999,29,32,32,72,1.626832899,0.0001041783287920091
0.3,clsthSOPT,5,0.999999,29,32,32,72,1.509150152,0.0007197462255143424
0.3,thSOPT,5,0.999999,29,32,32,72,1.600148926,0.0001041783287977558
1,QDEIM,5,0.999999,29,32,32,72,1.66091828,0.006609503313338404
0.3,clsthQDEIM,5,0.999999,29,32,32,72,1.506378952,0.0002990111990307895
0.3,thQDEIM,5,0.999999,29,32,32,72,1.63508022,0.006609503313555289
,SOPT,5,0.999999,29,32,32,34,1.099869465,0.0005672799677576664
0.4,clsthSOPT,5,0.999999,29,32,32,34,,
0.4,thSOPT,5,0.999999,29,32,32,34,1.051773493,0.0005672799677733734
1,QDEIM,5,0.999999,29,32,32,34,1.042159191,0.00140972542931506
0.4,clsthQDEIM,5,0.999999,29,32,32,34,0.932776621,0.000648444480677472
0.4,thQDEIM,5,0.999999,29,32,32,34,1.026207533,0.001409725429294477
,SOPT,5,0.999999,29,32,32,36,,
0.4,clsthSOPT,5,0.999999,29,32,32,36,1.417953095,1.7727358486051
0.4,thSOPT,5,0.999999,29,32,32,36,,
1,QDEIM,5,0.999999,29,32,32,36,1.073860188,0.003620539266969432
0.4,clsthQDEIM,5,0.999999,29,32,32,36,0.978987165,0.001628942612810422
0.4,thQDEIM,5,0.999999,29,32,32,36,1.086447517,0.003620539266938081
,SOPT,5,0.999999,29,32,32,38,,
