p,method,n,energy_frac,rwdim,rrdim,nldim,nsr,time,error
0.375,thSOPT,3,0.9999,19,21,21,59,,,
1,QDEIM,3,0.9999,19,21,21,59,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,59,,,
0.375,thQDEIM,3,0.9999,19,21,21,59,,,
,SOPT,3,0.9999,19,21,21,61,,,
0.375,clsthSOPT,3,0.9999,19,21,21,61,,,
0.375,thSOPT,3,0.9999,19,21,21,61,,,
1,QDEIM,3,0.9999,19,21,21,61,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,61,,,
0.375,thQDEIM,3,0.9999,19,21,21,61,,,
,SOPT,3,0.9999,19,21,21,63,,,
0.375,clsthSOPT,3,0.9999,19,21,21,63,,,
0.375,thSOPT,3,0.9999,19,21,21,63,,,
1,QDEIM,3,0.9999,19,21,21,63,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,63,,,
0.375,thQDEIM,3,0.9999,19,21,21,63,,,
,SOPT,3,0.9999,19,21,21,65,,,
0.375,clsthSOPT,3,0.9999,19,21,21,65,,,
0.375,thSOPT,3,0.9999,19,21,21,65,,,
1,QDEIM,3,0.9999,19,21,21,65,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,65,,,
0.375,thQDEIM,3,0.9999,19,21,21,65,,,
,SOPT,3,0.9999,19,21,21,67,,,
0.375,clsthSOPT,3,0.9999,19,21,21,67,,,
0.375,thSOPT,3,0.9999,19,21,21,67,,,
1,QDEIM,3,0.9999,19,21,21,67,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,67,,,
0.375,thQDEIM,3,0.9999,19,21,21,67,,,
,SOPT,3,0.9999,19,21,21,69,,,
0.375,clsthSOPT,3,0.9999,19,21,21,69,,,
0.375,thSOPT,3,0.9999,19,21,21,69,,,
1,QDEIM,3,0.9999,19,21,21,69,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,69,,,
0.375,thQDEIM,3,0.9999,19,21,21,69,,,
,SOPT,3,0.9999,19,21,21,71,,,
0.375,clsthSOPT,3,0.9999,19,21,21,71,,,
0.375,thSOPT,3,0.9999,19,21,21,71,,,
1,QDEIM,3,0.9999,19,21,21,71,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,71,,,
0.375,thQDEIM,3,0.9999,19,21,21,71,,,
,SOPT,3,0.9999,19,21,21,73,,,
0.375,clsthSOPT,3,0.9999,19,21,21,73,,,
0.375,thSOPT,3,0.9999,19,21,21,73,,,
1,QDEIM,3,0.9999,19,21,21,73,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,73,,,
0.375,thQDEIM,3,0.9999,19,21,21,73,,,
,SOPT,3,0.9999,19,21,21,75,,,
0.375,clsthSOPT,3,0.9999,19,21,21,75,,,
0.375,thSOPT,3,0.9999,19,21,21,75,,,
1,QDEIM,3,0.9999,19,21,21,75,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,75,,,
0.375,thQDEIM,3,0.9999,19,21,21,75,,,
,SOPT,3,0.9999,19,21,21,77,,,
0.375,clsthSOPT,3,0.9999,19,21,21,77,,,
0.375,thSOPT,3,0.9999,19,21,21,77,,,
1,QDEIM,3,0.9999,19,21,21,77,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,77,,,
0.375,thQDEIM,3,0.9999,19,21,21,77,,,
,SOPT,3,0.9999,19,21,21,79,,,
0.375,clsthSOPT,3,0.9999,19,21,21,79,,,
0.375,thSOPT,3,0.9999,19,21,21,79,,,
1,QDEIM,3,0.9999,19,21,21,79,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,79,,,
0.375,thQDEIM,3,0.9999,19,21,21,79,,,
,SOPT,3,0.9999,19,21,21,81,,,
0.375,clsthSOPT,3,0.9999,19,21,21,81,,,
0.375,thSOPT,3,0.9999,19,21,21,81,,,
1,QDEIM,3,0.9999,19,21,21,81,,,
0.375,clsthQDEIM,3,0.9999,19,21,21,81,,,
0.375,thQDEIM,3,0.9999,19,21,21,81,,,
,SOPT,4,0.99999,24,27,27,29,,,
0.375,clsthSOPT,4,0.99999,24,27,27,29,,,
0.375,thSOPT,4,0.99999,24,27,27,29,,,
1,QDEIM,4,0.99999,24,27,27,29,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,29,,,
0.375,thQDEIM,4,0.99999,24,27,27,29,,,
,SOPT,4,0.99999,24,27,27,31,,,
0.375,clsthSOPT,4,0.99999,24,27,27,31,,,
0.375,thSOPT,4,0.99999,24,27,27,31,,,
1,QDEIM,4,0.99999,24,27,27,31,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,31,,,
0.375,thQDEIM,4,0.99999,24,27,27,31,,,
,SOPT,4,0.99999,24,27,27,33,,,
0.375,clsthSOPT,4,0.99999,24,27,27,33,,,
0.375,thSOPT,4,0.99999,24,27,27,33,,,
1,QDEIM,4,0.99999,24,27,27,33,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,33,,,
0.375,thQDEIM,4,0.99999,24,27,27,33,,,
,SOPT,4,0.99999,24,27,27,35,,,
0.375,clsthSOPT,4,0.99999,24,27,27,35,,,
0.375,thSOPT,4,0.99999,24,27,27,35,,,
1,QDEIM,4,0.99999,24,27,27,35,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,35,,,
0.375,thQDEIM,4,0.99999,24,27,27,35,,,
,SOPT,4,0.99999,24,27,27,37,,,
0.375,clsthSOPT,4,0.99999,24,27,27,37,,,
0.375,thSOPT,4,0.99999,24,27,27,37,,,
1,QDEIM,4,0.99999,24,27,27,37,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,37,,,
0.375,thQDEIM,4,0.99999,24,27,27,37,,,
,SOPT,4,0.99999,24,27,27,39,,,
0.375,clsthSOPT,4,0.99999,24,27,27,39,,,
0.375,thSOPT,4,0.99999,24,27,27,39,,,
1,QDEIM,4,0.99999,24,27,27,39,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,39,,,
0.375,thQDEIM,4,0.99999,24,27,27,39,,,
,SOPT,4,0.99999,24,27,27,41,,,
0.375,clsthSOPT,4,0.99999,24,27,27,41,,,
0.375,thSOPT,4,0.99999,24,27,27,41,,,
1,QDEIM,4,0.99999,24,27,27,41,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,41,,,
0.375,thQDEIM,4,0.99999,24,27,27,41,,,
,SOPT,4,0.99999,24,27,27,43,,,
0.375,clsthSOPT,4,0.99999,24,27,27,43,,,
0.375,thSOPT,4,0.99999,24,27,27,43,,,
1,QDEIM,4,0.99999,24,27,27,43,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,43,,,
0.375,thQDEIM,4,0.99999,24,27,27,43,,,
,SOPT,4,0.99999,24,27,27,45,,,
0.375,clsthSOPT,4,0.99999,24,27,27,45,,,
0.375,thSOPT,4,0.99999,24,27,27,45,,,
1,QDEIM,4,0.99999,24,27,27,45,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,45,,,
0.375,thQDEIM,4,0.99999,24,27,27,45,,,
,SOPT,4,0.99999,24,27,27,47,,,
0.375,clsthSOPT,4,0.99999,24,27,27,47,,,
0.375,thSOPT,4,0.99999,24,27,27,47,,,
1,QDEIM,4,0.99999,24,27,27,47,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,47,,,
0.375,thQDEIM,4,0.99999,24,27,27,47,,,
,SOPT,4,0.99999,24,27,27,49,,,
0.375,clsthSOPT,4,0.99999,24,27,27,49,,,
0.375,thSOPT,4,0.99999,24,27,27,49,,,
1,QDEIM,4,0.99999,24,27,27,49,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,49,,,
0.375,thQDEIM,4,0.99999,24,27,27,49,,,
,SOPT,4,0.99999,24,27,27,51,,,
0.375,clsthSOPT,4,0.99999,24,27,27,51,,,
0.375,thSOPT,4,0.99999,24,27,27,51,,,
1,QDEIM,4,0.99999,24,27,27,51,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,51,,,
0.375,thQDEIM,4,0.99999,24,27,27,51,,,
,SOPT,4,0.99999,24,27,27,53,,,
0.375,clsthSOPT,4,0.99999,24,27,27,53,,,
0.375,thSOPT,4,0.99999,24,27,27,53,,,
1,QDEIM,4,0.99999,24,27,27,53,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,53,,,
0.375,thQDEIM,4,0.99999,24,27,27,53,,,
,SOPT,4,0.99999,24,27,27,55,,,
0.375,clsthSOPT,4,0.99999,24,27,27,55,,,
0.375,thSOPT,4,0.99999,24,27,27,55,,,
1,QDEIM,4,0.99999,24,27,27,55,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,55,,,
0.375,thQDEIM,4,0.99999,24,27,27,55,,,
,SOPT,4,0.99999,24,27,27,57,,,
0.375,clsthSOPT,4,0.99999,24,27,27,57,,,
0.375,thSOPT,4,0.99999,24,27,27,57,,,
1,QDEIM,4,0.99999,24,27,27,57,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,57,,,
0.375,thQDEIM,4,0.99999,24,27,27,57,,,
,SOPT,4,0.99999,24,27,27,59,,,
0.375,clsthSOPT,4,0.99999,24,27,27,59,,,
0.375,thSOPT,4,0.99999,24,27,27,59,,,
1,QDEIM,4,0.99999,24,27,27,59,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,59,,,
0.375,thQDEIM,4,0.99999,24,27,27,59,,,
,SOPT,4,0.99999,24,27,27,61,,,
0.375,clsthSOPT,4,0.99999,24,27,27,61,,,
0.375,thSOPT,4,0.99999,24,27,27,61,,,
1,QDEIM,4,0.99999,24,27,27,61,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,61,,,
0.375,thQDEIM,4,0.99999,24,27,27,61,,,
,SOPT,4,0.99999,24,27,27,63,,,
0.375,clsthSOPT,4,0.99999,24,27,27,63,,,
0.375,thSOPT,4,0.99999,24,27,27,63,,,
1,QDEIM,4,0.99999,24,27,27,63,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,63,,,
0.375,thQDEIM,4,0.99999,24,27,27,63,,,
,SOPT,4,0.99999,24,27,27,65,,,
0.375,clsthSOPT,4,0.99999,24,27,27,65,,,
0.375,thSOPT,4,0.99999,24,27,27,65,,,
1,QDEIM,4,0.99999,24,27,27,65,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,65,,,
0.375,thQDEIM,4,0.99999,24,27,27,65,,,
,SOPT,4,0.99999,24,27,27,67,,,
0.375,clsthSOPT,4,0.99999,24,27,27,67,,,
0.375,thSOPT,4,0.99999,24,27,27,67,,,
1,QDEIM,4,0.99999,24,27,27,67,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,67,,,
0.375,thQDEIM,4,0.99999,24,27,27,67,,,
,SOPT,4,0.99999,24,27,27,69,,,
0.375,clsthSOPT,4,0.99999,24,27,27,69,,,
0.375,thSOPT,4,0.99999,24,27,27,69,,,
1,QDEIM,4,0.99999,24,27,27,69,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,69,,,
0.375,thQDEIM,4,0.99999,24,27,27,69,,,
,SOPT,4,0.99999,24,27,27,71,,,
0.375,clsthSOPT,4,0.99999,24,27,27,71,,,
0.375,thSOPT,4,0.99999,24,27,27,71,,,
1,QDEIM,4,0.99999,24,27,27,71,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,71,,,
0.375,thQDEIM,4,0.99999,24,27,27,71,,,
,SOPT,4,0.99999,24,27,27,73,,,
0.375,clsthSOPT,4,0.99999,24,27,27,73,,,
0.375,thSOPT,4,0.99999,24,27,27,73,,,
1,QDEIM,4,0.99999,24,27,27,73,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,73,,,
0.375,thQDEIM,4,0.99999,24,27,27,73,,,
,SOPT,4,0.99999,24,27,27,75,,,
0.375,clsthSOPT,4,0.99999,24,27,27,75,,,
0.375,thSOPT,4,0.99999,24,27,27,75,,,
1,QDEIM,4,0.99999,24,27,27,75,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,75,,,
0.375,thQDEIM,4,0.99999,24,27,27,75,,,
,SOPT,4,0.99999,24,27,27,77,,,
0.375,clsthSOPT,4,0.99999,24,27,27,77,,,
0.375,thSOPT,4,0.99999,24,27,27,77,,,
1,QDEIM,4,0.99999,24,27,27,77,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,77,,,
0.375,thQDEIM,4,0.99999,24,27,27,77,,,
,SOPT,4,0.99999,24,27,27,79,,,
0.375,clsthSOPT,4,0.99999,24,27,27,79,,,
0.375,thSOPT,4,0.99999,24,27,27,79,,,
1,QDEIM,4,0.99999,24,27,27,79,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,79,,,
0.375,thQDEIM,4,0.99999,24,27,27,79,,,
,SOPT,4,0.99999,24,27,27,81,,,
0.375,clsthSOPT,4,0.99999,24,27,27,81,,,
0.375,thSOPT,4,0.99999,24,27,27,81,,,
1,QDEIM,4,0.99999,24,27,27,81,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,81,,,
0.375,thQDEIM,4,0.99999,24,27,27,81,,,
,SOPT,4,0.99999,24,27,27,83,,,
0.375,clsthSOPT,4,0.99999,24,27,27,83,,,
0.375,thSOPT,4,0.99999,24,27,27,83,,,
1,QDEIM,4,0.99999,24,27,27,83,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,83,,,
0.375,thQDEIM,4,0.99999,24,27,27,83,,,
,SOPT,4,0.99999,24,27,27,85,,,
0.375,clsthSOPT,4,0.99999,24,27,27,85,,,
0.375,thSOPT,4,0.99999,24,27,27,85,,,
1,QDEIM,4,0.99999,24,27,27,85,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,85,,,
0.375,thQDEIM,4,0.99999,24,27,27,85,,,
,SOPT,4,0.99999,24,27,27,87,,,
0.375,clsthSOPT,4,0.99999,24,27,27,87,,,
0.375,thSOPT,4,0.99999,24,27,27,87,,,
1,QDEIM,4,0.99999,24,27,27,87,,,
0.375,clsthQDEIM,4,0.99999,24,27,27,87,,,
0.375,thQDEIM,4,0.99999,24,27,27,87,,,
,SOPT,5,0.999999,29,32,32,34,,,
0.375,clsthSOPT,5,0.999999,29,32,32,34,,,
0.375,thSOPT,5,0.999999,29,32,32,34,,,
1,QDEIM,5,0.999999,29,32,32,34,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,34,,,
0.375,thQDEIM,5,0.999999,29,32,32,34,,,
,SOPT,5,0.999999,29,32,32,36,,,
0.375,clsthSOPT,5,0.999999,29,32,32,36,,,
0.375,thSOPT,5,0.999999,29,32,32,36,,,
1,QDEIM,5,0.999999,29,32,32,36,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,36,,,
0.375,thQDEIM,5,0.999999,29,32,32,36,,,
,SOPT,5,0.999999,29,32,32,38,,,
0.375,clsthSOPT,5,0.999999,29,32,32,38,,,
0.375,thSOPT,5,0.999999,29,32,32,38,,,
1,QDEIM,5,0.999999,29,32,32,38,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,38,,,
0.375,thQDEIM,5,0.999999,29,32,32,38,,,
,SOPT,5,0.999999,29,32,32,40,,,
0.375,clsthSOPT,5,0.999999,29,32,32,40,,,
0.375,thSOPT,5,0.999999,29,32,32,40,,,
1,QDEIM,5,0.999999,29,32,32,40,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,40,,,
0.375,thQDEIM,5,0.999999,29,32,32,40,,,
,SOPT,5,0.999999,29,32,32,42,,,
0.375,clsthSOPT,5,0.999999,29,32,32,42,,,
0.375,thSOPT,5,0.999999,29,32,32,42,,,
1,QDEIM,5,0.999999,29,32,32,42,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,42,,,
0.375,thQDEIM,5,0.999999,29,32,32,42,,,
,SOPT,5,0.999999,29,32,32,44,,,
0.375,clsthSOPT,5,0.999999,29,32,32,44,,,
0.375,thSOPT,5,0.999999,29,32,32,44,,,
1,QDEIM,5,0.999999,29,32,32,44,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,44,,,
0.375,thQDEIM,5,0.999999,29,32,32,44,,,
,SOPT,5,0.999999,29,32,32,46,,,
0.375,clsthSOPT,5,0.999999,29,32,32,46,,,
0.375,thSOPT,5,0.999999,29,32,32,46,,,
1,QDEIM,5,0.999999,29,32,32,46,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,46,,,
0.375,thQDEIM,5,0.999999,29,32,32,46,,,
,SOPT,5,0.999999,29,32,32,48,,,
0.375,clsthSOPT,5,0.999999,29,32,32,48,,,
0.375,thSOPT,5,0.999999,29,32,32,48,,,
1,QDEIM,5,0.999999,29,32,32,48,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,48,,,
0.375,thQDEIM,5,0.999999,29,32,32,48,,,
,SOPT,5,0.999999,29,32,32,50,,,
0.375,clsthSOPT,5,0.999999,29,32,32,50,,,
0.375,thSOPT,5,0.999999,29,32,32,50,,,
1,QDEIM,5,0.999999,29,32,32,50,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,50,,,
0.375,thQDEIM,5,0.999999,29,32,32,50,,,
,SOPT,5,0.999999,29,32,32,52,,,
0.375,clsthSOPT,5,0.999999,29,32,32,52,,,
0.375,thSOPT,5,0.999999,29,32,32,52,,,
1,QDEIM,5,0.999999,29,32,32,52,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,52,,,
0.375,thQDEIM,5,0.999999,29,32,32,52,,,
,SOPT,5,0.999999,29,32,32,54,,,
0.375,clsthSOPT,5,0.999999,29,32,32,54,,,
0.375,thSOPT,5,0.999999,29,32,32,54,,,
1,QDEIM,5,0.999999,29,32,32,54,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,54,,,
0.375,thQDEIM,5,0.999999,29,32,32,54,,,
,SOPT,5,0.999999,29,32,32,56,,,
0.375,clsthSOPT,5,0.999999,29,32,32,56,,,
0.375,thSOPT,5,0.999999,29,32,32,56,,,
1,QDEIM,5,0.999999,29,32,32,56,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,56,,,
0.375,thQDEIM,5,0.999999,29,32,32,56,,,
,SOPT,5,0.999999,29,32,32,58,,,
0.375,clsthSOPT,5,0.999999,29,32,32,58,,,
0.375,thSOPT,5,0.999999,29,32,32,58,,,
1,QDEIM,5,0.999999,29,32,32,58,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,58,,,
0.375,thQDEIM,5,0.999999,29,32,32,58,,,
,SOPT,5,0.999999,29,32,32,60,,,
0.375,clsthSOPT,5,0.999999,29,32,32,60,,,
0.375,thSOPT,5,0.999999,29,32,32,60,,,
1,QDEIM,5,0.999999,29,32,32,60,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,60,,,
0.375,thQDEIM,5,0.999999,29,32,32,60,,,
,SOPT,5,0.999999,29,32,32,62,,,
0.375,clsthSOPT,5,0.999999,29,32,32,62,,,
0.375,thSOPT,5,0.999999,29,32,32,62,,,
1,QDEIM,5,0.999999,29,32,32,62,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,62,,,
0.375,thQDEIM,5,0.999999,29,32,32,62,,,
,SOPT,5,0.999999,29,32,32,64,,,
0.375,clsthSOPT,5,0.999999,29,32,32,64,,,
0.375,thSOPT,5,0.999999,29,32,32,64,,,
1,QDEIM,5,0.999999,29,32,32,64,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,64,,,
0.375,thQDEIM,5,0.999999,29,32,32,64,,,
,SOPT,5,0.999999,29,32,32,66,,,
0.375,clsthSOPT,5,0.999999,29,32,32,66,,,
0.375,thSOPT,5,0.999999,29,32,32,66,,,
1,QDEIM,5,0.999999,29,32,32,66,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,66,,,
0.375,thQDEIM,5,0.999999,29,32,32,66,,,
,SOPT,5,0.999999,29,32,32,68,,,
0.375,clsthSOPT,5,0.999999,29,32,32,68,,,
0.375,thSOPT,5,0.999999,29,32,32,68,,,
1,QDEIM,5,0.999999,29,32,32,68,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,68,,,
0.375,thQDEIM,5,0.999999,29,32,32,68,,,
,SOPT,5,0.999999,29,32,32,70,,,
0.375,clsthSOPT,5,0.999999,29,32,32,70,,,
0.375,thSOPT,5,0.999999,29,32,32,70,,,
1,QDEIM,5,0.999999,29,32,32,70,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,70,,,
0.375,thQDEIM,5,0.999999,29,32,32,70,,,
,SOPT,5,0.999999,29,32,32,72,,,
0.375,clsthSOPT,5,0.999999,29,32,32,72,,,
0.375,thSOPT,5,0.999999,29,32,32,72,,,
1,QDEIM,5,0.999999,29,32,32,72,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,72,,,
0.375,thQDEIM,5,0.999999,29,32,32,72,,,
,SOPT,5,0.999999,29,32,32,74,,,
0.375,clsthSOPT,5,0.999999,29,32,32,74,,,
0.375,thSOPT,5,0.999999,29,32,32,74,,,
1,QDEIM,5,0.999999,29,32,32,74,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,74,,,
0.375,thQDEIM,5,0.999999,29,32,32,74,,,
,SOPT,5,0.999999,29,32,32,76,,,
0.375,clsthSOPT,5,0.999999,29,32,32,76,,,
0.375,thSOPT,5,0.999999,29,32,32,76,,,
1,QDEIM,5,0.999999,29,32,32,76,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,76,,,
0.375,thQDEIM,5,0.999999,29,32,32,76,,,
,SOPT,5,0.999999,29,32,32,78,,,
0.375,clsthSOPT,5,0.999999,29,32,32,78,,,
0.375,thSOPT,5,0.999999,29,32,32,78,,,
1,QDEIM,5,0.999999,29,32,32,78,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,78,,,
0.375,thQDEIM,5,0.999999,29,32,32,78,,,
,SOPT,5,0.999999,29,32,32,80,,,
0.375,clsthSOPT,5,0.999999,29,32,32,80,,,
0.375,thSOPT,5,0.999999,29,32,32,80,,,
1,QDEIM,5,0.999999,29,32,32,80,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,80,,,
0.375,thQDEIM,5,0.999999,29,32,32,80,,,
,SOPT,5,0.999999,29,32,32,82,,,
0.375,clsthSOPT,5,0.999999,29,32,32,82,,,
0.375,thSOPT,5,0.999999,29,32,32,82,,,
1,QDEIM,5,0.999999,29,32,32,82,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,82,,,
0.375,thQDEIM,5,0.999999,29,32,32,82,,,
,SOPT,5,0.999999,29,32,32,84,,,
0.375,clsthSOPT,5,0.999999,29,32,32,84,,,
0.375,thSOPT,5,0.999999,29,32,32,84,,,
1,QDEIM,5,0.999999,29,32,32,84,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,84,,,
0.375,thQDEIM,5,0.999999,29,32,32,84,,,
,SOPT,5,0.999999,29,32,32,86,,,
0.375,clsthSOPT,5,0.999999,29,32,32,86,,,
0.375,thSOPT,5,0.999999,29,32,32,86,,,
1,QDEIM,5,0.999999,29,32,32,86,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,86,,,
0.375,thQDEIM,5,0.999999,29,32,32,86,,,
,SOPT,5,0.999999,29,32,32,88,,,
0.375,clsthSOPT,5,0.999999,29,32,32,88,,,
0.375,thSOPT,5,0.999999,29,32,32,88,,,
1,QDEIM,5,0.999999,29,32,32,88,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,88,,,
0.375,thQDEIM,5,0.999999,29,32,32,88,,,
,SOPT,5,0.999999,29,32,32,90,,,
0.375,clsthSOPT,5,0.999999,29,32,32,90,,,
0.375,thSOPT,5,0.999999,29,32,32,90,,,
1,QDEIM,5,0.999999,29,32,32,90,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,90,,,
0.375,thQDEIM,5,0.999999,29,32,32,90,,,
,SOPT,5,0.999999,29,32,32,92,,,
0.375,clsthSOPT,5,0.999999,29,32,32,92,,,
0.375,thSOPT,5,0.999999,29,32,32,92,,,
1,QDEIM,5,0.999999,29,32,32,92,,,
0.375,clsthQDEIM,5,0.999999,29,32,32,92,,,
0.375,thQDEIM,5,0.999999,29,32,32,92,,,
,SOPT,6,1,34,38,37,39,,,
0.375,clsthSOPT,6,1,34,38,37,39,,,
0.375,thSOPT,6,1,34,38,37,39,,,
1,QDEIM,6,1,34,38,37,39,,,
0.375,clsthQDEIM,6,1,34,38,37,39,,,
0.375,thQDEIM,6,1,34,38,37,39,,,
,SOPT,6,1,34,38,37,41,,,
0.375,clsthSOPT,6,1,34,38,37,41,,,
0.375,thSOPT,6,1,34,38,37,41,,,
1,QDEIM,6,1,34,38,37,41,,,
0.375,clsthQDEIM,6,1,34,38,37,41,,,
0.375,thQDEIM,6,1,34,38,37,41,,,
,SOPT,6,1,34,38,37,43,,,
0.375,clsthSOPT,6,1,34,38,37,43,,,
0.375,thSOPT,6,1,34,38,37,43,,,
1,QDEIM,6,1,34,38,37,43,,,
0.375,clsthQDEIM,6,1,34,38,37,43,,,
0.375,thQDEIM,6,1,34,38,37,43,,,
,SOPT,6,1,34,38,37,45,,,
0.375,clsthSOPT,6,1,34,38,37,45,,,
0.375,thSOPT,6,1,34,38,37,45,,,
1,QDEIM,6,1,34,38,37,45,,,
0.375,clsthQDEIM,6,1,34,38,37,45,,,
0.375,thQDEIM,6,1,34,38,37,45,,,
,SOPT,6,1,34,38,37,47,,,
0.375,clsthSOPT,6,1,34,38,37,47,,,
0.375,thSOPT,6,1,34,38,37,47,,,
1,QDEIM,6,1,34,38,37,47,,,
0.375,clsthQDEIM,6,1,34,38,37,47,,,
0.375,thQDEIM,6,1,34,38,37,47,,,
,SOPT,6,1,34,38,37,49,,,
0.375,clsthSOPT,6,1,34,38,37,49,,,
0.375,thSOPT,6,1,34,38,37,49,,,
1,QDEIM,6,1,34,38,37,49,,,
0.375,clsthQDEIM,6,1,34,38,37,49,,,
0.375,thQDEIM,6,1,34,38,37,49,,,
,SOPT,6,1,34,38,37,51,,,
0.375,clsthSOPT,6,1,34,38,37,51,,,
0.375,thSOPT,6,1,34,38,37,51,,,
1,QDEIM,6,1,34,38,37,51,,,
0.375,clsthQDEIM,6,1,34,38,37,51,,,
0.375,thQDEIM,6,1,34,38,37,51,,,
,SOPT,6,1,34,38,37,53,,,
0.375,clsthSOPT,6,1,34,38,37,53,,,
0.375,thSOPT,6,1,34,38,37,53,,,
1,QDEIM,6,1,34,38,37,53,,,
0.375,clsthQDEIM,6,1,34,38,37,53,,,
0.375,thQDEIM,6,1,34,38,37,53,,,
,SOPT,6,1,34,38,37,55,,,
0.375,clsthSOPT,6,1,34,38,37,55,,,
0.375,thSOPT,6,1,34,38,37,55,,,
1,QDEIM,6,1,34,38,37,55,,,
0.375,clsthQDEIM,6,1,34,38,37,55,,,
0.375,thQDEIM,6,1,34,38,37,55,,,
,SOPT,6,1,34,38,37,57,,,
0.375,clsthSOPT,6,1,34,38,37,57,,,
0.375,thSOPT,6,1,34,38,37,57,,,
1,QDEIM,6,1,34,38,37,57,,,
0.375,clsthQDEIM,6,1,34,38,37,57,,,
0.375,thQDEIM,6,1,34,38,37,57,,,
,SOPT,6,1,34,38,37,59,,,
0.375,clsthSOPT,6,1,34,38,37,59,,,
0.375,thSOPT,6,1,34,38,37,59,,,
1,QDEIM,6,1,34,38,37,59,,,
0.375,clsthQDEIM,6,1,34,38,37,59,,,
0.375,thQDEIM,6,1,34,38,37,59,,,
,SOPT,6,1,34,38,37,61,,,
0.375,clsthSOPT,6,1,34,38,37,61,,,
0.375,thSOPT,6,1,34,38,37,61,,,
1,QDEIM,6,1,34,38,37,61,,,
0.375,clsthQDEIM,6,1,34,38,37,61,,,
0.375,thQDEIM,6,1,34,38,37,61,,,
,SOPT,6,1,34,38,37,63,,,
0.375,clsthSOPT,6,1,34,38,37,63,,,
0.375,thSOPT,6,1,34,38,37,63,,,
1,QDEIM,6,1,34,38,37,63,,,
0.375,clsthQDEIM,6,1,34,38,37,63,,,
